fips,male_total,male_disabled_under_5,male_nondisabled_under_5,male_disabled_5_to_17,male_nondisabled_5_to_17,male_disabled_18_to_34,male_nondisabled_18_to_34,male_disabled_35_to_64,male_nondisabled_35_to_64,male_disabled_65_to_74,male_nondisabled_65_to_74,male_disabled_75_plus,male_nondisabled_75_plus,female_total,female_disabled_under_5,female_nondisabled_under_5,female_disabled_5_to_17,female_nondisabled_5_to_17,female_disabled_18_to_34,female_nondisabled_18_to_34,female_disabled_35_to_64,female_nondisabled_35_to_64,female_disabled_65_to_74,female_nondisabled_65_to_74,female_disabled_75_plus,female_nondisabled_75_plus
42101019501,2062.0,0.0,352.0,19.0,232.0,53.0,491.0,289.0,430.0,86.0,47.0,55.0,8.0,2630.0,0.0,170.0,93.0,482.0,45.0,659.0,435.0,512.0,87.0,66.0,81.0,0.0
42101028901,2080.0,0.0,211.0,64.0,401.0,68.0,754.0,149.0,317.0,52.0,9.0,55.0,0.0,2098.0,0.0,212.0,0.0,394.0,76.0,718.0,130.0,449.0,27.0,58.0,34.0,0.0
42101028902,3321.0,0.0,284.0,83.0,649.0,148.0,978.0,226.0,799.0,29.0,80.0,31.0,14.0,3411.0,0.0,333.0,144.0,398.0,92.0,906.0,210.0,1073.0,110.0,73.0,38.0,34.0
42101033101,2343.0,0.0,224.0,50.0,220.0,67.0,719.0,223.0,589.0,49.0,98.0,0.0,104.0,2368.0,0.0,295.0,13.0,363.0,10.0,609.0,116.0,647.0,74.0,68.0,118.0,55.0
42101033102,1562.0,7.0,93.0,14.0,211.0,43.0,319.0,68.0,623.0,27.0,82.0,43.0,32.0,1924.0,0.0,178.0,6.0,187.0,29.0,411.0,138.0,600.0,53.0,74.0,194.0,54.0
42101031501,3384.0,0.0,233.0,45.0,670.0,143.0,888.0,124.0,914.0,13.0,187.0,18.0,149.0,3013.0,0.0,273.0,0.0,264.0,89.0,754.0,113.0,938.0,112.0,327.0,73.0,70.0
42101030501,2763.0,0.0,268.0,16.0,687.0,89.0,741.0,194.0,661.0,30.0,60.0,1.0,16.0,3351.0,0.0,254.0,31.0,852.0,61.0,630.0,230.0,1077.0,14.0,92.0,40.0,70.0
42101030502,3470.0,0.0,244.0,46.0,983.0,87.0,830.0,192.0,835.0,130.0,52.0,31.0,40.0,3321.0,0.0,176.0,7.0,754.0,20.0,784.0,225.0,1097.0,66.0,95.0,68.0,29.0
42101009802,3222.0,0.0,324.0,90.0,680.0,54.0,852.0,95.0,930.0,0.0,151.0,37.0,9.0,3205.0,0.0,97.0,62.0,651.0,50.0,581.0,130.0,1386.0,0.0,180.0,54.0,14.0
42101035602,1486.0,0.0,78.0,9.0,128.0,8.0,364.0,72.0,553.0,25.0,153.0,45.0,51.0,1901.0,0.0,205.0,0.0,203.0,32.0,353.0,87.0,716.0,79.0,105.0,43.0,78.0
42101018001,1629.0,0.0,199.0,31.0,97.0,40.0,371.0,194.0,509.0,108.0,37.0,25.0,18.0,1398.0,0.0,64.0,25.0,110.0,50.0,384.0,232.0,381.0,23.0,55.0,50.0,24.0
42101017702,2629.0,18.0,175.0,109.0,511.0,136.0,623.0,367.0,522.0,36.0,115.0,0.0,17.0,2731.0,0.0,232.0,104.0,551.0,177.0,520.0,401.0,591.0,44.0,52.0,47.0,12.0
42101017701,1898.0,0.0,217.0,193.0,372.0,31.0,430.0,219.0,372.0,23.0,20.0,20.0,1.0,1951.0,0.0,182.0,49.0,343.0,111.0,515.0,263.0,414.0,42.0,15.0,17.0,0.0
42101035701,2271.0,9.0,207.0,15.0,291.0,46.0,450.0,128.0,843.0,56.0,80.0,59.0,87.0,2746.0,0.0,68.0,11.0,397.0,16.0,676.0,98.0,972.0,87.0,184.0,161.0,76.0
42101035702,2016.0,0.0,99.0,33.0,341.0,3.0,585.0,142.0,578.0,87.0,81.0,56.0,11.0,2015.0,0.0,174.0,22.0,253.0,16.0,461.0,326.0,572.0,53.0,64.0,25.0,49.0
42101035601,2589.0,0.0,179.0,0.0,212.0,0.0,497.0,176.0,786.0,61.0,188.0,304.0,186.0,3098.0,0.0,78.0,9.0,414.0,38.0,490.0,120.0,846.0,64.0,312.0,512.0,215.0
42101015101,1072.0,0.0,70.0,52.0,160.0,57.0,188.0,56.0,392.0,25.0,28.0,15.0,29.0,1066.0,0.0,45.0,0.0,143.0,36.0,325.0,154.0,240.0,6.0,54.0,33.0,30.0
42101015102,1482.0,0.0,74.0,0.0,297.0,15.0,359.0,190.0,397.0,23.0,76.0,28.0,23.0,1934.0,0.0,57.0,0.0,253.0,72.0,334.0,383.0,546.0,35.0,98.0,89.0,67.0
42101036501,2374.0,0.0,116.0,21.0,282.0,8.0,647.0,123.0,842.0,66.0,198.0,71.0,0.0,2643.0,0.0,130.0,32.0,498.0,15.0,461.0,139.0,882.0,48.0,210.0,153.0,75.0
42101980400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101013402,1321.0,0.0,33.0,0.0,69.0,8.0,697.0,11.0,345.0,21.0,69.0,37.0,31.0,1592.0,0.0,77.0,10.0,54.0,19.0,847.0,27.0,457.0,13.0,74.0,6.0,8.0
42101013401,904.0,0.0,63.0,0.0,7.0,0.0,281.0,0.0,273.0,11.0,112.0,68.0,89.0,1372.0,0.0,77.0,0.0,15.0,0.0,346.0,16.0,410.0,51.0,156.0,191.0,110.0
42101038000,1263.0,0.0,178.0,8.0,269.0,21.0,255.0,98.0,307.0,39.0,45.0,28.0,15.0,1019.0,0.0,101.0,0.0,182.0,27.0,236.0,103.0,274.0,9.0,39.0,30.0,18.0
42101013601,1247.0,0.0,121.0,0.0,56.0,23.0,323.0,38.0,562.0,25.0,89.0,0.0,10.0,1407.0,0.0,38.0,0.0,99.0,0.0,525.0,6.0,534.0,26.0,125.0,9.0,45.0
42101037900,2277.0,0.0,19.0,40.0,201.0,0.0,537.0,393.0,725.0,78.0,195.0,26.0,63.0,2763.0,0.0,228.0,30.0,281.0,18.0,556.0,151.0,990.0,136.0,214.0,102.0,57.0
42101038200,1249.0,0.0,148.0,8.0,275.0,50.0,218.0,122.0,309.0,45.0,38.0,30.0,6.0,1549.0,0.0,150.0,39.0,187.0,81.0,433.0,174.0,352.0,6.0,69.0,40.0,18.0
42101038100,439.0,0.0,65.0,0.0,55.0,26.0,85.0,43.0,132.0,5.0,3.0,15.0,10.0,395.0,0.0,43.0,0.0,35.0,11.0,116.0,33.0,123.0,6.0,4.0,18.0,6.0
42101038400,1113.0,0.0,77.0,13.0,131.0,3.0,227.0,50.0,402.0,58.0,69.0,26.0,57.0,1361.0,0.0,105.0,42.0,144.0,0.0,241.0,49.0,468.0,37.0,122.0,43.0,110.0
42101001002,1539.0,0.0,69.0,0.0,167.0,21.0,429.0,32.0,561.0,11.0,160.0,22.0,67.0,1770.0,0.0,46.0,18.0,154.0,0.0,477.0,19.0,689.0,26.0,269.0,11.0,61.0
42101001001,1055.0,0.0,45.0,0.0,70.0,7.0,176.0,21.0,343.0,15.0,172.0,84.0,122.0,1517.0,0.0,3.0,12.0,63.0,31.0,403.0,35.0,441.0,42.0,275.0,122.0,90.0
42101000402,1362.0,0.0,29.0,0.0,16.0,21.0,378.0,0.0,513.0,28.0,182.0,108.0,87.0,1937.0,0.0,0.0,0.0,15.0,0.0,592.0,29.0,508.0,127.0,335.0,159.0,172.0
42101000401,1277.0,0.0,28.0,0.0,0.0,9.0,538.0,35.0,393.0,48.0,122.0,45.0,59.0,1355.0,0.0,40.0,0.0,0.0,26.0,727.0,29.0,283.0,42.0,79.0,45.0,84.0
42101012204,1542.0,0.0,139.0,0.0,232.0,0.0,429.0,71.0,543.0,19.0,25.0,40.0,44.0,2070.0,0.0,71.0,10.0,129.0,57.0,396.0,89.0,764.0,41.0,179.0,120.0,214.0
42101012203,212.0,0.0,0.0,0.0,61.0,0.0,83.0,14.0,40.0,0.0,0.0,2.0,12.0,257.0,0.0,16.0,0.0,0.0,27.0,169.0,0.0,20.0,7.0,18.0,0.0,0.0
42101013602,1666.0,0.0,130.0,3.0,94.0,15.0,593.0,53.0,616.0,38.0,87.0,8.0,29.0,1918.0,0.0,147.0,9.0,180.0,9.0,647.0,0.0,742.0,42.0,74.0,31.0,37.0
42101034501,1728.0,0.0,117.0,8.0,188.0,26.0,378.0,79.0,437.0,121.0,137.0,114.0,123.0,1869.0,0.0,155.0,0.0,168.0,3.0,246.0,54.0,519.0,93.0,126.0,268.0,237.0
42101034502,2522.0,0.0,156.0,0.0,326.0,24.0,329.0,208.0,1019.0,176.0,145.0,70.0,69.0,2858.0,0.0,163.0,0.0,496.0,8.0,535.0,334.0,868.0,60.0,61.0,203.0,130.0
42101001102,1277.0,0.0,46.0,0.0,96.0,46.0,572.0,17.0,387.0,33.0,51.0,0.0,29.0,1279.0,0.0,51.0,0.0,62.0,43.0,700.0,47.0,332.0,7.0,37.0,0.0,0.0
42101000902,1121.0,0.0,0.0,0.0,45.0,19.0,537.0,25.0,253.0,31.0,69.0,77.0,65.0,1532.0,0.0,18.0,0.0,68.0,13.0,846.0,33.0,222.0,34.0,104.0,99.0,95.0
42101000901,946.0,0.0,34.0,0.0,0.0,26.0,419.0,54.0,265.0,0.0,59.0,64.0,25.0,1003.0,0.0,21.0,0.0,19.0,0.0,844.0,10.0,91.0,9.0,9.0,0.0,0.0
42101017201,1545.0,0.0,229.0,0.0,257.0,27.0,388.0,78.0,431.0,15.0,56.0,33.0,31.0,1325.0,0.0,112.0,8.0,56.0,48.0,315.0,162.0,432.0,20.0,71.0,63.0,38.0
42101017202,1334.0,0.0,41.0,30.0,148.0,10.0,279.0,105.0,526.0,29.0,96.0,31.0,39.0,1778.0,0.0,136.0,0.0,197.0,38.0,239.0,207.0,591.0,117.0,101.0,72.0,80.0
42101027401,1471.0,0.0,67.0,60.0,150.0,18.0,350.0,185.0,490.0,44.0,28.0,53.0,26.0,1689.0,0.0,31.0,36.0,229.0,49.0,335.0,140.0,664.0,50.0,65.0,8.0,82.0
42101020101,1463.0,0.0,154.0,78.0,244.0,31.0,284.0,133.0,403.0,19.0,66.0,20.0,31.0,2225.0,31.0,207.0,7.0,194.0,38.0,559.0,140.0,678.0,50.0,109.0,114.0,98.0
42101989100,50.0,0.0,0.0,0.0,0.0,4.0,15.0,18.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
42101980200,146.0,0.0,8.0,6.0,25.0,0.0,35.0,0.0,65.0,0.0,3.0,4.0,0.0,182.0,0.0,4.0,0.0,32.0,0.0,35.0,9.0,77.0,0.0,10.0,15.0,0.0
42101000804,2375.0,0.0,58.0,0.0,34.0,0.0,1221.0,55.0,588.0,16.0,235.0,78.0,90.0,2352.0,0.0,39.0,0.0,0.0,30.0,1099.0,15.0,639.0,14.0,309.0,117.0,90.0
42101001202,2392.0,0.0,149.0,0.0,134.0,6.0,1018.0,0.0,705.0,27.0,192.0,56.0,105.0,2536.0,0.0,57.0,0.0,84.0,84.0,1386.0,28.0,638.0,29.0,171.0,8.0,51.0
42101001201,1883.0,0.0,106.0,33.0,163.0,0.0,483.0,78.0,784.0,0.0,119.0,24.0,93.0,2201.0,0.0,178.0,0.0,150.0,21.0,720.0,133.0,697.0,44.0,174.0,35.0,49.0
42101000803,1166.0,0.0,0.0,0.0,32.0,0.0,472.0,39.0,299.0,1.0,181.0,20.0,122.0,1837.0,0.0,69.0,0.0,124.0,27.0,876.0,14.0,347.0,13.0,169.0,77.0,121.0
42101980900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101002702,2239.0,0.0,160.0,0.0,255.0,34.0,655.0,161.0,832.0,36.0,43.0,9.0,54.0,2097.0,0.0,120.0,0.0,200.0,50.0,508.0,194.0,689.0,70.0,101.0,104.0,61.0
42101003002,1205.0,0.0,47.0,15.0,101.0,0.0,367.0,76.0,412.0,60.0,19.0,77.0,31.0,1746.0,0.0,0.0,0.0,151.0,42.0,668.0,223.0,346.0,59.0,130.0,80.0,47.0
42101003001,2185.0,0.0,188.0,0.0,232.0,27.0,645.0,75.0,776.0,23.0,81.0,100.0,38.0,1958.0,0.0,96.0,0.0,163.0,9.0,702.0,57.0,648.0,18.0,113.0,47.0,105.0
42101002802,2932.0,0.0,118.0,0.0,308.0,47.0,1027.0,140.0,1028.0,59.0,115.0,59.0,31.0,2854.0,57.0,154.0,23.0,148.0,13.0,801.0,183.0,931.0,18.0,152.0,245.0,129.0
42101980700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101002701,2280.0,0.0,187.0,15.0,247.0,57.0,922.0,73.0,639.0,22.0,23.0,56.0,39.0,2134.0,0.0,120.0,32.0,218.0,25.0,822.0,93.0,602.0,63.0,0.0,112.0,47.0
42101980600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101032900,1622.0,0.0,113.0,0.0,214.0,40.0,391.0,209.0,559.0,30.0,22.0,33.0,11.0,1681.0,0.0,42.0,25.0,353.0,20.0,286.0,203.0,524.0,84.0,48.0,76.0,20.0
42101034802,2718.0,0.0,303.0,117.0,494.0,21.0,663.0,133.0,657.0,114.0,85.0,79.0,52.0,2802.0,0.0,180.0,0.0,419.0,40.0,688.0,169.0,844.0,38.0,66.0,277.0,81.0
42101034803,2132.0,7.0,215.0,34.0,294.0,31.0,400.0,90.0,721.0,52.0,84.0,68.0,136.0,2032.0,0.0,171.0,0.0,128.0,10.0,515.0,82.0,647.0,39.0,153.0,127.0,160.0
42101024000,1618.0,0.0,42.0,27.0,163.0,23.0,471.0,151.0,527.0,54.0,90.0,14.0,56.0,2097.0,0.0,145.0,24.0,166.0,39.0,519.0,191.0,738.0,58.0,94.0,47.0,76.0
42101028100,1518.0,0.0,100.0,78.0,240.0,67.0,342.0,73.0,430.0,31.0,145.0,12.0,0.0,2933.0,0.0,360.0,22.0,424.0,0.0,853.0,241.0,676.0,73.0,121.0,117.0,46.0
42101028300,3032.0,0.0,173.0,114.0,526.0,192.0,851.0,417.0,596.0,0.0,84.0,0.0,79.0,3075.0,0.0,186.0,0.0,585.0,0.0,683.0,378.0,936.0,84.0,136.0,71.0,16.0
42101030800,2621.0,0.0,292.0,0.0,491.0,0.0,656.0,99.0,779.0,84.0,137.0,42.0,41.0,2915.0,0.0,263.0,22.0,277.0,19.0,736.0,118.0,1073.0,83.0,127.0,159.0,38.0
42101031000,3883.0,0.0,82.0,0.0,952.0,29.0,1041.0,154.0,1241.0,179.0,66.0,17.0,122.0,3777.0,0.0,306.0,0.0,490.0,68.0,1080.0,287.0,1184.0,37.0,78.0,59.0,188.0
42101033300,1694.0,0.0,129.0,0.0,189.0,31.0,259.0,197.0,560.0,109.0,65.0,76.0,79.0,2117.0,0.0,201.0,0.0,207.0,0.0,380.0,97.0,600.0,83.0,231.0,191.0,127.0
42101033600,3900.0,0.0,375.0,0.0,418.0,172.0,806.0,383.0,1367.0,63.0,178.0,80.0,58.0,3424.0,0.0,252.0,70.0,402.0,91.0,1025.0,276.0,933.0,76.0,156.0,87.0,56.0
42101036303,2893.0,0.0,91.0,16.0,412.0,14.0,565.0,210.0,1048.0,87.0,183.0,149.0,118.0,3391.0,0.0,173.0,0.0,758.0,37.0,650.0,109.0,1035.0,162.0,277.0,90.0,100.0
42101036600,1136.0,0.0,57.0,0.0,48.0,0.0,332.0,40.0,453.0,36.0,139.0,10.0,21.0,1061.0,0.0,56.0,0.0,13.0,0.0,361.0,33.0,478.0,0.0,82.0,18.0,20.0
42101029900,1750.0,0.0,143.0,59.0,500.0,52.0,417.0,120.0,356.0,27.0,37.0,16.0,23.0,2592.0,0.0,139.0,57.0,518.0,41.0,488.0,477.0,678.0,77.0,21.0,46.0,50.0
42101027700,2124.0,0.0,72.0,16.0,491.0,0.0,467.0,197.0,543.0,20.0,217.0,52.0,49.0,2690.0,0.0,75.0,0.0,445.0,0.0,558.0,66.0,881.0,74.0,185.0,141.0,265.0
42101028500,1095.0,0.0,123.0,38.0,201.0,35.0,205.0,125.0,276.0,25.0,43.0,0.0,24.0,1669.0,0.0,45.0,0.0,346.0,0.0,485.0,185.0,474.0,37.0,73.0,14.0,10.0
42101029300,1269.0,0.0,94.0,29.0,286.0,105.0,230.0,130.0,266.0,91.0,14.0,17.0,7.0,1316.0,0.0,165.0,40.0,256.0,51.0,245.0,182.0,290.0,24.0,32.0,31.0,0.0
42101031700,2628.0,0.0,104.0,48.0,362.0,0.0,795.0,136.0,932.0,45.0,122.0,36.0,48.0,3552.0,0.0,266.0,0.0,734.0,94.0,620.0,79.0,1349.0,90.0,102.0,111.0,107.0
42101030200,3926.0,0.0,217.0,148.0,425.0,101.0,1158.0,290.0,1372.0,28.0,135.0,30.0,22.0,4276.0,24.0,256.0,75.0,493.0,5.0,981.0,551.0,1251.0,287.0,236.0,24.0,93.0
42101030600,3689.0,49.0,375.0,17.0,605.0,0.0,742.0,331.0,1288.0,7.0,203.0,26.0,46.0,3532.0,0.0,112.0,72.0,507.0,26.0,588.0,281.0,1470.0,10.0,152.0,190.0,124.0
42101031600,3660.0,0.0,460.0,29.0,842.0,96.0,807.0,182.0,901.0,82.0,151.0,45.0,65.0,3322.0,0.0,86.0,34.0,672.0,47.0,1007.0,53.0,1087.0,16.0,132.0,142.0,46.0
42101031800,1952.0,0.0,150.0,4.0,323.0,22.0,482.0,157.0,644.0,14.0,106.0,0.0,50.0,2078.0,0.0,128.0,0.0,410.0,0.0,551.0,85.0,723.0,21.0,58.0,69.0,33.0
42101032300,1673.0,0.0,112.0,36.0,210.0,70.0,479.0,83.0,492.0,59.0,67.0,30.0,35.0,1685.0,0.0,80.0,16.0,197.0,57.0,547.0,163.0,465.0,49.0,54.0,11.0,46.0
42101033400,2685.0,0.0,310.0,60.0,213.0,23.0,643.0,160.0,932.0,74.0,142.0,67.0,61.0,2650.0,0.0,190.0,0.0,353.0,87.0,448.0,235.0,717.0,110.0,177.0,237.0,96.0
42101033900,1671.0,0.0,148.0,19.0,284.0,55.0,425.0,87.0,439.0,56.0,69.0,53.0,36.0,1696.0,0.0,235.0,0.0,179.0,9.0,427.0,80.0,557.0,27.0,118.0,40.0,24.0
42101036100,1972.0,0.0,118.0,7.0,386.0,74.0,467.0,61.0,596.0,50.0,125.0,52.0,36.0,1856.0,0.0,132.0,18.0,210.0,33.0,472.0,141.0,579.0,64.0,86.0,59.0,62.0
42101033500,1838.0,0.0,194.0,0.0,211.0,9.0,423.0,42.0,685.0,83.0,101.0,9.0,81.0,2299.0,0.0,147.0,18.0,475.0,36.0,464.0,99.0,672.0,89.0,80.0,127.0,92.0
42101034100,2690.0,0.0,101.0,18.0,319.0,0.0,669.0,167.0,1066.0,48.0,144.0,65.0,93.0,2780.0,0.0,156.0,0.0,378.0,13.0,637.0,201.0,1035.0,46.0,192.0,74.0,48.0
42101035100,1987.0,0.0,39.0,0.0,105.0,14.0,205.0,199.0,721.0,83.0,191.0,217.0,213.0,2148.0,0.0,18.0,0.0,126.0,0.0,311.0,147.0,734.0,142.0,274.0,153.0,243.0
42101035301,2911.0,48.0,228.0,0.0,477.0,46.0,613.0,156.0,1014.0,18.0,164.0,53.0,94.0,2795.0,0.0,136.0,9.0,457.0,76.0,595.0,140.0,961.0,12.0,213.0,58.0,138.0
42101036000,1326.0,0.0,123.0,0.0,132.0,0.0,237.0,63.0,446.0,55.0,98.0,87.0,85.0,1597.0,0.0,100.0,0.0,150.0,8.0,283.0,173.0,460.0,143.0,125.0,99.0,56.0
42101019900,1894.0,0.0,152.0,122.0,264.0,52.0,448.0,155.0,620.0,0.0,55.0,15.0,11.0,2185.0,0.0,311.0,34.0,354.0,105.0,381.0,235.0,437.0,73.0,125.0,107.0,23.0
42101020400,1147.0,0.0,122.0,23.0,248.0,31.0,136.0,29.0,397.0,99.0,49.0,13.0,0.0,1347.0,0.0,47.0,13.0,117.0,15.0,229.0,97.0,567.0,42.0,115.0,62.0,43.0
42101023700,2226.0,0.0,181.0,46.0,523.0,34.0,380.0,15.0,874.0,60.0,94.0,0.0,19.0,2656.0,0.0,158.0,0.0,86.0,18.0,453.0,69.0,1186.0,199.0,210.0,212.0,65.0
42101002000,1249.0,0.0,68.0,0.0,134.0,18.0,492.0,92.0,325.0,29.0,52.0,0.0,39.0,905.0,0.0,40.0,7.0,67.0,13.0,321.0,10.0,308.0,49.0,42.0,14.0,34.0
42101003901,3597.0,0.0,176.0,0.0,278.0,11.0,1326.0,238.0,1239.0,51.0,82.0,86.0,110.0,3000.0,0.0,205.0,52.0,176.0,81.0,823.0,176.0,961.0,107.0,202.0,110.0,107.0
42101005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101005400,780.0,0.0,40.0,9.0,118.0,7.0,170.0,31.0,325.0,10.0,61.0,0.0,9.0,775.0,0.0,18.0,0.0,128.0,0.0,184.0,17.0,260.0,34.0,52.0,51.0,31.0
42101006000,3005.0,0.0,141.0,81.0,659.0,114.0,624.0,124.0,933.0,56.0,156.0,117.0,0.0,3303.0,0.0,58.0,0.0,678.0,136.0,762.0,222.0,979.0,50.0,169.0,55.0,194.0
42101011100,1214.0,0.0,134.0,61.0,141.0,38.0,310.0,63.0,290.0,49.0,80.0,19.0,29.0,1925.0,15.0,181.0,12.0,250.0,40.0,480.0,178.0,526.0,32.0,72.0,116.0,23.0
42101008200,2536.0,0.0,80.0,65.0,229.0,1.0,665.0,202.0,925.0,96.0,85.0,32.0,156.0,4064.0,0.0,310.0,0.0,559.0,0.0,651.0,390.0,1216.0,194.0,413.0,211.0,120.0
42101008301,2049.0,0.0,161.0,60.0,486.0,22.0,332.0,133.0,578.0,108.0,79.0,66.0,24.0,2631.0,0.0,135.0,10.0,272.0,59.0,580.0,319.0,802.0,141.0,62.0,152.0,99.0
42101008302,2223.0,0.0,234.0,40.0,416.0,27.0,614.0,193.0,541.0,20.0,48.0,54.0,36.0,2434.0,0.0,154.0,0.0,258.0,26.0,582.0,287.0,670.0,29.0,188.0,171.0,69.0
42101006300,2369.0,20.0,193.0,63.0,323.0,47.0,611.0,214.0,775.0,54.0,9.0,45.0,15.0,2248.0,0.0,242.0,7.0,410.0,13.0,545.0,268.0,605.0,10.0,90.0,38.0,20.0
42101007300,1035.0,0.0,73.0,0.0,35.0,15.0,430.0,128.0,242.0,34.0,61.0,17.0,0.0,1451.0,0.0,116.0,0.0,175.0,0.0,353.0,150.0,445.0,33.0,64.0,54.0,61.0
42101007900,2123.0,0.0,85.0,0.0,352.0,0.0,713.0,63.0,722.0,53.0,36.0,87.0,12.0,2498.0,0.0,257.0,0.0,171.0,76.0,1014.0,124.0,659.0,11.0,87.0,64.0,35.0
42101008500,3104.0,53.0,216.0,35.0,503.0,39.0,549.0,334.0,1034.0,174.0,77.0,38.0,52.0,3947.0,0.0,445.0,0.0,361.0,46.0,1217.0,465.0,833.0,224.0,225.0,99.0,32.0
42101009600,2283.0,0.0,98.0,0.0,475.0,60.0,685.0,126.0,703.0,25.0,39.0,14.0,58.0,2390.0,0.0,164.0,0.0,290.0,61.0,607.0,152.0,660.0,130.0,125.0,82.0,119.0
42101011800,2675.0,0.0,133.0,19.0,364.0,36.0,701.0,188.0,884.0,47.0,87.0,128.0,88.0,3481.0,0.0,152.0,0.0,279.0,108.0,879.0,333.0,837.0,230.0,174.0,309.0,180.0
42101011900,2170.0,0.0,363.0,0.0,278.0,90.0,386.0,157.0,647.0,73.0,47.0,54.0,75.0,2479.0,0.0,111.0,0.0,224.0,36.0,624.0,259.0,605.0,174.0,153.0,107.0,186.0
42101013900,911.0,0.0,65.0,51.0,101.0,34.0,292.0,142.0,153.0,39.0,24.0,10.0,0.0,1238.0,0.0,35.0,13.0,216.0,44.0,425.0,116.0,253.0,20.0,59.0,46.0,11.0
42101014700,1430.0,0.0,0.0,0.0,77.0,0.0,966.0,72.0,311.0,4.0,0.0,0.0,0.0,1625.0,0.0,333.0,73.0,193.0,11.0,662.0,103.0,189.0,45.0,12.0,4.0,0.0
42101015600,970.0,0.0,102.0,60.0,180.0,29.0,218.0,106.0,199.0,32.0,8.0,17.0,19.0,954.0,0.0,153.0,16.0,67.0,68.0,212.0,161.0,175.0,38.0,0.0,35.0,29.0
42101016300,1966.0,0.0,147.0,138.0,391.0,56.0,388.0,235.0,491.0,26.0,74.0,20.0,0.0,1684.0,0.0,126.0,23.0,239.0,69.0,346.0,319.0,424.0,78.0,37.0,23.0,0.0
42101017800,2469.0,0.0,369.0,133.0,307.0,120.0,391.0,394.0,599.0,103.0,39.0,14.0,0.0,3227.0,0.0,395.0,68.0,776.0,6.0,730.0,401.0,683.0,75.0,24.0,38.0,31.0
42101019700,2933.0,0.0,372.0,35.0,719.0,23.0,733.0,209.0,547.0,43.0,202.0,30.0,20.0,4124.0,0.0,395.0,69.0,742.0,144.0,1074.0,320.0,898.0,222.0,180.0,9.0,71.0
42101020000,739.0,0.0,130.0,0.0,112.0,0.0,164.0,116.0,182.0,3.0,25.0,7.0,0.0,539.0,0.0,0.0,0.0,19.0,2.0,223.0,44.0,201.0,9.0,16.0,25.0,0.0
42101010800,2029.0,0.0,177.0,34.0,363.0,58.0,511.0,214.0,520.0,19.0,58.0,37.0,38.0,2179.0,0.0,215.0,0.0,398.0,74.0,563.0,205.0,500.0,31.0,98.0,84.0,11.0
42101014500,921.0,0.0,126.0,21.0,259.0,6.0,117.0,129.0,173.0,45.0,25.0,11.0,9.0,850.0,0.0,29.0,0.0,145.0,6.0,221.0,141.0,153.0,75.0,21.0,45.0,14.0
42101016500,1148.0,56.0,209.0,36.0,323.0,122.0,77.0,82.0,166.0,0.0,10.0,22.0,45.0,1803.0,0.0,165.0,92.0,266.0,73.0,289.0,326.0,407.0,86.0,26.0,39.0,34.0
42101023600,916.0,0.0,32.0,25.0,81.0,18.0,132.0,12.0,387.0,72.0,45.0,27.0,85.0,1249.0,0.0,53.0,24.0,126.0,0.0,172.0,43.0,544.0,44.0,138.0,52.0,53.0
42101023900,530.0,0.0,22.0,0.0,0.0,0.0,132.0,34.0,219.0,8.0,43.0,55.0,17.0,752.0,0.0,11.0,0.0,0.0,0.0,245.0,0.0,292.0,104.0,59.0,0.0,41.0
42101024200,1360.0,0.0,0.0,75.0,229.0,42.0,136.0,44.0,639.0,3.0,89.0,58.0,45.0,1910.0,0.0,120.0,20.0,205.0,35.0,471.0,188.0,649.0,60.0,106.0,28.0,28.0
42101024500,1704.0,0.0,184.0,35.0,427.0,95.0,309.0,74.0,338.0,63.0,77.0,27.0,75.0,1941.0,0.0,139.0,25.0,156.0,29.0,525.0,279.0,499.0,96.0,107.0,24.0,62.0
42101025400,2156.0,0.0,104.0,10.0,321.0,65.0,328.0,70.0,839.0,25.0,147.0,105.0,142.0,2423.0,0.0,67.0,56.0,231.0,48.0,316.0,172.0,924.0,64.0,237.0,141.0,167.0
42101026000,1279.0,0.0,39.0,0.0,127.0,43.0,289.0,89.0,448.0,70.0,111.0,11.0,52.0,1730.0,0.0,52.0,0.0,166.0,77.0,386.0,212.0,479.0,47.0,176.0,84.0,51.0
