fips,male_total,male_disabled_under_5,male_nondisabled_under_5,male_disabled_5_to_17,male_nondisabled_5_to_17,male_disabled_18_to_34,male_nondisabled_18_to_34,male_disabled_35_to_64,male_nondisabled_35_to_64,male_disabled_65_to_74,male_nondisabled_65_to_74,male_disabled_75_plus,male_nondisabled_75_plus,female_total,female_disabled_under_5,female_nondisabled_under_5,female_disabled_5_to_17,female_nondisabled_5_to_17,female_disabled_18_to_34,female_nondisabled_18_to_34,female_disabled_35_to_64,female_nondisabled_35_to_64,female_disabled_65_to_74,female_nondisabled_65_to_74,female_disabled_75_plus,female_nondisabled_75_plus
42101013300,1664.0,0.0,241.0,0.0,150.0,42.0,683.0,84.0,339.0,43.0,56.0,8.0,18.0,1690.0,0.0,35.0,0.0,156.0,0.0,921.0,233.0,309.0,12.0,24.0,0.0,0.0
42101013500,2034.0,0.0,91.0,20.0,136.0,73.0,922.0,82.0,549.0,8.0,85.0,10.0,58.0,1860.0,0.0,231.0,11.0,115.0,80.0,444.0,91.0,609.0,75.0,129.0,55.0,20.0
42101014300,969.0,0.0,63.0,7.0,33.0,30.0,422.0,23.0,281.0,16.0,57.0,25.0,12.0,742.0,0.0,53.0,7.0,13.0,0.0,337.0,28.0,266.0,11.0,13.0,0.0,14.0
42101014600,1794.0,0.0,14.0,34.0,92.0,79.0,966.0,88.0,266.0,6.0,104.0,46.0,99.0,2371.0,0.0,111.0,0.0,203.0,31.0,1380.0,68.0,208.0,97.0,48.0,85.0,140.0
42101016902,2569.0,0.0,200.0,165.0,847.0,163.0,279.0,274.0,370.0,68.0,118.0,0.0,85.0,2385.0,0.0,182.0,43.0,364.0,0.0,454.0,139.0,765.0,157.0,67.0,121.0,93.0
42101017100,2124.0,0.0,144.0,0.0,448.0,0.0,379.0,176.0,670.0,42.0,155.0,56.0,54.0,2214.0,0.0,227.0,0.0,360.0,0.0,457.0,161.0,617.0,75.0,134.0,104.0,79.0
42101000700,1627.0,0.0,52.0,0.0,17.0,17.0,889.0,29.0,432.0,54.0,76.0,17.0,44.0,1824.0,0.0,0.0,0.0,16.0,17.0,1080.0,93.0,348.0,17.0,133.0,60.0,60.0
42101001800,1776.0,0.0,122.0,0.0,191.0,17.0,601.0,94.0,591.0,17.0,71.0,56.0,16.0,1496.0,0.0,76.0,0.0,194.0,0.0,420.0,9.0,649.0,8.0,59.0,68.0,13.0
42101002100,1206.0,0.0,63.0,0.0,57.0,16.0,530.0,44.0,333.0,19.0,29.0,31.0,84.0,1074.0,0.0,43.0,8.0,53.0,25.0,420.0,44.0,325.0,24.0,64.0,57.0,11.0
42101025700,1782.0,0.0,119.0,0.0,217.0,32.0,495.0,98.0,606.0,46.0,72.0,21.0,76.0,2162.0,0.0,60.0,0.0,297.0,0.0,568.0,120.0,704.0,12.0,203.0,105.0,93.0
42101021100,1166.0,0.0,15.0,0.0,101.0,26.0,444.0,45.0,343.0,49.0,40.0,56.0,47.0,1294.0,0.0,127.0,16.0,77.0,11.0,395.0,79.0,402.0,0.0,74.0,83.0,30.0
42101026100,1620.0,0.0,54.0,34.0,125.0,0.0,381.0,121.0,602.0,62.0,134.0,48.0,59.0,2051.0,0.0,207.0,11.0,242.0,0.0,460.0,38.0,507.0,66.0,252.0,159.0,109.0
42101027200,2286.0,0.0,293.0,65.0,332.0,47.0,567.0,295.0,555.0,13.0,44.0,16.0,59.0,2456.0,0.0,105.0,0.0,261.0,64.0,499.0,260.0,908.0,84.0,161.0,63.0,51.0
42101027500,2297.0,0.0,264.0,31.0,483.0,14.0,600.0,195.0,572.0,53.0,53.0,8.0,24.0,2649.0,0.0,258.0,0.0,540.0,38.0,519.0,226.0,844.0,66.0,99.0,23.0,36.0
42101028000,1967.0,0.0,163.0,65.0,367.0,166.0,234.0,159.0,536.0,42.0,101.0,60.0,74.0,1980.0,0.0,48.0,49.0,309.0,0.0,236.0,227.0,737.0,116.0,103.0,111.0,44.0
42101029400,1598.0,0.0,134.0,62.0,285.0,133.0,301.0,212.0,353.0,10.0,27.0,51.0,30.0,1690.0,0.0,228.0,55.0,282.0,6.0,307.0,231.0,394.0,131.0,29.0,19.0,8.0
42101030000,3179.0,0.0,551.0,207.0,493.0,52.0,661.0,285.0,760.0,60.0,21.0,63.0,26.0,3421.0,0.0,101.0,51.0,785.0,31.0,600.0,452.0,1038.0,94.0,141.0,109.0,19.0
42101018800,4274.0,0.0,415.0,336.0,776.0,99.0,965.0,667.0,888.0,46.0,24.0,0.0,58.0,4604.0,0.0,537.0,111.0,1108.0,90.0,1014.0,541.0,876.0,61.0,88.0,178.0,0.0
42101019100,4170.0,0.0,247.0,188.0,852.0,62.0,674.0,400.0,1401.0,71.0,125.0,47.0,103.0,4542.0,0.0,498.0,42.0,759.0,121.0,1042.0,633.0,888.0,81.0,318.0,111.0,49.0
42101019200,4436.0,0.0,677.0,280.0,1053.0,377.0,726.0,404.0,788.0,29.0,37.0,14.0,51.0,4463.0,91.0,339.0,223.0,808.0,291.0,942.0,507.0,910.0,155.0,134.0,13.0,50.0
42101001700,1481.0,0.0,154.0,0.0,195.0,0.0,452.0,32.0,530.0,0.0,64.0,23.0,31.0,1475.0,0.0,74.0,0.0,135.0,46.0,400.0,41.0,605.0,7.0,114.0,20.0,33.0
42101002500,1663.0,0.0,125.0,26.0,90.0,26.0,646.0,71.0,525.0,35.0,71.0,15.0,33.0,2273.0,0.0,264.0,0.0,229.0,26.0,640.0,156.0,574.0,66.0,239.0,50.0,29.0
42101003300,2489.0,0.0,201.0,52.0,296.0,305.0,354.0,205.0,896.0,50.0,76.0,29.0,25.0,3685.0,0.0,121.0,17.0,527.0,86.0,1005.0,415.0,1052.0,136.0,145.0,125.0,56.0
42101004002,2476.0,0.0,166.0,78.0,337.0,0.0,565.0,250.0,772.0,29.0,132.0,103.0,44.0,2559.0,0.0,147.0,17.0,321.0,52.0,336.0,174.0,900.0,17.0,167.0,246.0,182.0
42101004201,2414.0,0.0,83.0,0.0,424.0,11.0,678.0,96.0,856.0,102.0,84.0,10.0,70.0,2974.0,0.0,121.0,0.0,363.0,0.0,764.0,320.0,915.0,79.0,50.0,185.0,177.0
42101005600,442.0,0.0,127.0,5.0,56.0,15.0,39.0,67.0,82.0,18.0,5.0,0.0,28.0,528.0,0.0,3.0,0.0,87.0,36.0,153.0,70.0,104.0,0.0,56.0,0.0,19.0
42101006700,2616.0,0.0,309.0,0.0,348.0,79.0,761.0,181.0,701.0,37.0,151.0,49.0,0.0,4103.0,0.0,271.0,19.0,878.0,125.0,1115.0,281.0,1188.0,29.0,96.0,70.0,31.0
42101007000,1317.0,0.0,152.0,0.0,272.0,8.0,330.0,89.0,377.0,9.0,36.0,29.0,15.0,1861.0,0.0,59.0,0.0,222.0,0.0,412.0,75.0,676.0,43.0,246.0,94.0,34.0
42101008000,2028.0,0.0,155.0,39.0,202.0,37.0,738.0,65.0,546.0,76.0,57.0,47.0,66.0,2127.0,0.0,157.0,15.0,134.0,10.0,722.0,144.0,585.0,58.0,115.0,129.0,58.0
42101028800,1868.0,0.0,149.0,70.0,382.0,142.0,335.0,211.0,495.0,24.0,37.0,11.0,12.0,2283.0,0.0,171.0,50.0,446.0,28.0,443.0,264.0,683.0,49.0,62.0,87.0,0.0
42101029800,2398.0,0.0,184.0,94.0,555.0,16.0,701.0,159.0,531.0,36.0,78.0,31.0,13.0,2708.0,0.0,239.0,27.0,443.0,117.0,491.0,333.0,811.0,115.0,48.0,66.0,18.0
42101030900,2253.0,0.0,200.0,0.0,516.0,15.0,508.0,120.0,754.0,23.0,31.0,58.0,28.0,2186.0,0.0,226.0,41.0,270.0,38.0,563.0,129.0,732.0,67.0,52.0,17.0,51.0
42101032000,3275.0,0.0,394.0,32.0,447.0,90.0,866.0,232.0,938.0,0.0,113.0,19.0,144.0,3606.0,0.0,269.0,25.0,603.0,98.0,937.0,269.0,1025.0,113.0,66.0,98.0,103.0
42101034200,1428.0,0.0,86.0,0.0,297.0,14.0,267.0,50.0,360.0,41.0,115.0,87.0,111.0,2059.0,0.0,27.0,10.0,222.0,0.0,420.0,55.0,578.0,63.0,159.0,277.0,248.0
42101001500,1309.0,0.0,71.0,11.0,104.0,0.0,416.0,68.0,526.0,48.0,58.0,0.0,7.0,1602.0,0.0,93.0,0.0,96.0,8.0,623.0,22.0,561.0,24.0,101.0,40.0,34.0
42101002900,2173.0,0.0,114.0,19.0,207.0,14.0,469.0,135.0,845.0,50.0,124.0,75.0,121.0,1899.0,0.0,189.0,0.0,97.0,27.0,526.0,192.0,631.0,27.0,148.0,0.0,62.0
42101003702,2145.0,0.0,157.0,11.0,526.0,58.0,679.0,17.0,564.0,49.0,26.0,14.0,44.0,2081.0,0.0,97.0,29.0,402.0,9.0,436.0,225.0,677.0,53.0,69.0,29.0,55.0
42101014000,1605.0,0.0,143.0,0.0,200.0,45.0,563.0,199.0,311.0,41.0,14.0,40.0,49.0,1749.0,0.0,87.0,0.0,220.0,42.0,725.0,126.0,367.0,75.0,56.0,28.0,23.0
42101014100,1151.0,0.0,54.0,41.0,83.0,77.0,367.0,14.0,361.0,0.0,88.0,32.0,34.0,1544.0,0.0,175.0,87.0,100.0,16.0,332.0,91.0,375.0,149.0,90.0,101.0,28.0
42101014400,2356.0,0.0,160.0,40.0,350.0,0.0,897.0,180.0,556.0,59.0,45.0,55.0,14.0,1715.0,0.0,168.0,18.0,171.0,18.0,621.0,50.0,500.0,16.0,66.0,82.0,5.0
42101015200,2226.0,0.0,313.0,94.0,533.0,94.0,460.0,195.0,458.0,0.0,25.0,54.0,0.0,3635.0,0.0,170.0,138.0,1011.0,92.0,663.0,412.0,879.0,55.0,126.0,0.0,89.0
42101015300,1749.0,0.0,0.0,5.0,76.0,80.0,1378.0,63.0,128.0,0.0,12.0,7.0,0.0,1942.0,0.0,0.0,20.0,101.0,31.0,1195.0,107.0,351.0,43.0,35.0,44.0,15.0
42101015700,1444.0,0.0,38.0,0.0,180.0,56.0,593.0,143.0,337.0,24.0,23.0,37.0,13.0,1256.0,0.0,196.0,0.0,89.0,75.0,394.0,99.0,331.0,46.0,26.0,0.0,0.0
42101016000,3080.0,0.0,206.0,0.0,270.0,70.0,1240.0,172.0,928.0,14.0,106.0,45.0,29.0,3133.0,0.0,232.0,0.0,233.0,38.0,1112.0,163.0,997.0,80.0,130.0,53.0,95.0
42101016800,1548.0,0.0,86.0,29.0,334.0,0.0,322.0,40.0,595.0,26.0,62.0,25.0,29.0,1958.0,0.0,109.0,0.0,316.0,53.0,321.0,408.0,515.0,40.0,34.0,100.0,62.0
42101020200,1811.0,23.0,170.0,0.0,324.0,69.0,125.0,205.0,582.0,22.0,35.0,192.0,64.0,2298.0,0.0,168.0,28.0,162.0,0.0,502.0,159.0,751.0,89.0,224.0,135.0,80.0
42101020300,1327.0,0.0,145.0,0.0,223.0,0.0,217.0,68.0,546.0,16.0,65.0,11.0,36.0,1426.0,0.0,140.0,0.0,194.0,41.0,373.0,105.0,416.0,26.0,92.0,39.0,0.0
42101020800,957.0,0.0,26.0,20.0,51.0,18.0,430.0,4.0,303.0,11.0,30.0,9.0,55.0,1269.0,0.0,12.0,0.0,38.0,70.0,606.0,47.0,274.0,0.0,84.0,75.0,63.0
42101020900,1222.0,0.0,75.0,0.0,36.0,12.0,643.0,24.0,343.0,14.0,46.0,7.0,22.0,1327.0,0.0,169.0,0.0,44.0,24.0,590.0,24.0,320.0,0.0,56.0,79.0,21.0
42101020700,2904.0,0.0,276.0,0.0,181.0,62.0,1412.0,112.0,680.0,31.0,63.0,18.0,69.0,2945.0,0.0,73.0,0.0,170.0,27.0,1353.0,51.0,863.0,35.0,133.0,124.0,116.0
42101018400,1151.0,0.0,87.0,29.0,184.0,16.0,268.0,82.0,373.0,14.0,38.0,48.0,12.0,1090.0,0.0,85.0,0.0,120.0,17.0,294.0,126.0,334.0,18.0,20.0,51.0,25.0
42101014800,556.0,0.0,25.0,57.0,82.0,28.0,36.0,73.0,142.0,29.0,11.0,42.0,31.0,411.0,0.0,0.0,0.0,118.0,5.0,79.0,23.0,144.0,6.0,6.0,19.0,11.0
42101014900,1565.0,0.0,80.0,13.0,111.0,75.0,306.0,223.0,481.0,104.0,88.0,33.0,51.0,1550.0,0.0,69.0,10.0,116.0,0.0,373.0,282.0,373.0,23.0,57.0,217.0,30.0
42101011300,1641.0,0.0,230.0,79.0,236.0,0.0,386.0,84.0,513.0,0.0,70.0,25.0,18.0,1670.0,87.0,55.0,73.0,232.0,61.0,445.0,18.0,460.0,19.0,92.0,76.0,52.0
42101011400,3114.0,0.0,317.0,0.0,601.0,11.0,630.0,201.0,1002.0,97.0,83.0,48.0,124.0,4178.0,0.0,82.0,84.0,431.0,33.0,1133.0,156.0,1416.0,79.0,275.0,311.0,178.0
42101011700,902.0,0.0,0.0,0.0,54.0,1.0,607.0,3.0,136.0,14.0,38.0,4.0,45.0,1096.0,0.0,15.0,13.0,0.0,11.0,756.0,10.0,200.0,16.0,33.0,33.0,9.0
42101013100,825.0,0.0,32.0,0.0,200.0,6.0,246.0,73.0,185.0,30.0,9.0,16.0,28.0,828.0,0.0,16.0,0.0,145.0,40.0,247.0,44.0,217.0,18.0,69.0,18.0,14.0
42101013800,882.0,0.0,17.0,10.0,142.0,32.0,240.0,65.0,299.0,6.0,34.0,14.0,23.0,958.0,0.0,19.0,10.0,163.0,24.0,278.0,68.0,262.0,26.0,55.0,32.0,21.0
42101016200,1311.0,0.0,174.0,8.0,151.0,55.0,342.0,177.0,310.0,36.0,22.0,25.0,11.0,1193.0,0.0,90.0,42.0,143.0,71.0,302.0,87.0,354.0,25.0,31.0,43.0,5.0
42101017900,3092.0,0.0,362.0,91.0,631.0,107.0,743.0,319.0,677.0,49.0,78.0,35.0,0.0,3290.0,0.0,39.0,40.0,710.0,155.0,928.0,371.0,635.0,121.0,74.0,158.0,59.0
42101018300,1955.0,0.0,207.0,27.0,207.0,21.0,371.0,185.0,762.0,6.0,117.0,1.0,51.0,2030.0,0.0,113.0,58.0,176.0,35.0,462.0,194.0,647.0,96.0,135.0,60.0,54.0
42101019000,3755.0,0.0,353.0,106.0,1143.0,26.0,900.0,154.0,900.0,80.0,60.0,0.0,33.0,4465.0,0.0,178.0,67.0,1268.0,75.0,1008.0,417.0,1164.0,94.0,148.0,28.0,18.0
42101020600,706.0,0.0,34.0,0.0,51.0,16.0,253.0,37.0,227.0,8.0,34.0,9.0,37.0,826.0,0.0,52.0,14.0,46.0,9.0,300.0,59.0,163.0,36.0,76.0,35.0,36.0
42101021500,1816.0,0.0,67.0,9.0,97.0,9.0,1000.0,27.0,500.0,9.0,65.0,16.0,17.0,2039.0,0.0,141.0,38.0,194.0,0.0,879.0,118.0,521.0,7.0,87.0,31.0,23.0
42101021600,1163.0,0.0,42.0,0.0,93.0,10.0,333.0,61.0,480.0,29.0,40.0,56.0,19.0,1205.0,0.0,108.0,0.0,104.0,0.0,419.0,59.0,390.0,17.0,39.0,17.0,52.0
42101022000,668.0,0.0,36.0,0.0,98.0,0.0,79.0,12.0,231.0,21.0,86.0,39.0,66.0,838.0,0.0,54.0,5.0,87.0,0.0,85.0,15.0,285.0,5.0,96.0,117.0,89.0
42101000200,1495.0,0.0,37.0,0.0,251.0,0.0,539.0,104.0,428.0,8.0,23.0,40.0,65.0,1188.0,0.0,11.0,0.0,29.0,0.0,689.0,31.0,290.0,32.0,14.0,17.0,75.0
42101000600,599.0,0.0,25.0,0.0,39.0,33.0,277.0,8.0,185.0,13.0,19.0,0.0,0.0,574.0,0.0,17.0,0.0,15.0,0.0,356.0,29.0,117.0,7.0,33.0,0.0,0.0
42101002200,1190.0,0.0,99.0,31.0,144.0,62.0,414.0,97.0,295.0,0.0,31.0,17.0,0.0,1195.0,0.0,84.0,0.0,137.0,30.0,487.0,112.0,246.0,13.0,52.0,25.0,9.0
42101002300,1303.0,0.0,141.0,0.0,159.0,42.0,292.0,63.0,494.0,27.0,51.0,17.0,17.0,1627.0,0.0,37.0,0.0,137.0,29.0,560.0,75.0,621.0,16.0,51.0,31.0,70.0
42101004101,3192.0,0.0,368.0,52.0,387.0,42.0,865.0,314.0,817.0,38.0,118.0,127.0,64.0,2976.0,0.0,280.0,16.0,352.0,176.0,822.0,252.0,786.0,97.0,81.0,72.0,42.0
42101004202,2424.0,0.0,231.0,16.0,400.0,53.0,590.0,148.0,701.0,78.0,127.0,29.0,51.0,2826.0,0.0,213.0,0.0,310.0,13.0,740.0,120.0,951.0,66.0,222.0,112.0,79.0
42101005500,3318.0,0.0,355.0,0.0,469.0,0.0,847.0,249.0,1040.0,43.0,159.0,15.0,141.0,3546.0,0.0,221.0,18.0,520.0,34.0,814.0,244.0,1153.0,92.0,221.0,129.0,100.0
42101006900,985.0,0.0,87.0,109.0,327.0,26.0,92.0,42.0,225.0,11.0,0.0,18.0,48.0,1572.0,0.0,63.0,15.0,463.0,67.0,263.0,212.0,413.0,2.0,51.0,15.0,8.0
42101007700,1125.0,0.0,10.0,0.0,29.0,28.0,786.0,69.0,190.0,2.0,0.0,0.0,11.0,883.0,0.0,26.0,0.0,29.0,31.0,657.0,17.0,98.0,1.0,18.0,1.0,5.0
42101011000,1886.0,15.0,182.0,0.0,400.0,116.0,313.0,254.0,471.0,37.0,77.0,9.0,12.0,2002.0,0.0,193.0,0.0,417.0,11.0,366.0,149.0,597.0,57.0,91.0,54.0,67.0
42101011200,2688.0,0.0,43.0,161.0,742.0,135.0,551.0,230.0,574.0,62.0,54.0,84.0,52.0,3271.0,0.0,252.0,63.0,666.0,45.0,644.0,240.0,966.0,87.0,129.0,83.0,96.0
42101004102,4968.0,0.0,663.0,262.0,531.0,69.0,1477.0,210.0,1240.0,153.0,150.0,132.0,81.0,4541.0,46.0,534.0,17.0,682.0,194.0,1180.0,338.0,1109.0,61.0,246.0,92.0,42.0
42101015800,2916.0,0.0,140.0,22.0,183.0,0.0,1311.0,169.0,884.0,3.0,124.0,45.0,35.0,3291.0,0.0,169.0,62.0,339.0,97.0,813.0,311.0,1026.0,48.0,185.0,178.0,63.0
42101009400,1497.0,0.0,231.0,45.0,248.0,65.0,182.0,143.0,393.0,41.0,41.0,44.0,64.0,2660.0,0.0,197.0,23.0,310.0,78.0,672.0,234.0,696.0,146.0,55.0,116.0,133.0
42101009500,1404.0,0.0,131.0,39.0,224.0,91.0,284.0,184.0,315.0,22.0,63.0,33.0,18.0,1731.0,0.0,184.0,16.0,149.0,46.0,297.0,296.0,482.0,58.0,79.0,80.0,44.0
42101036301,1741.0,13.0,119.0,0.0,263.0,7.0,476.0,122.0,439.0,54.0,150.0,51.0,47.0,1874.0,0.0,133.0,10.0,218.0,25.0,455.0,71.0,674.0,18.0,149.0,50.0,71.0
42101035302,2142.0,0.0,194.0,20.0,154.0,31.0,494.0,141.0,708.0,86.0,132.0,85.0,97.0,2177.0,0.0,175.0,0.0,248.0,60.0,359.0,135.0,679.0,110.0,206.0,136.0,69.0
42101035500,3563.0,0.0,215.0,55.0,457.0,217.0,672.0,175.0,1191.0,60.0,215.0,203.0,103.0,3630.0,0.0,208.0,23.0,406.0,14.0,698.0,159.0,1232.0,72.0,302.0,319.0,197.0
42101036203,2721.0,0.0,215.0,20.0,437.0,83.0,550.0,124.0,937.0,45.0,161.0,82.0,67.0,2490.0,0.0,204.0,0.0,358.0,25.0,473.0,75.0,893.0,60.0,141.0,152.0,109.0
42101036400,560.0,0.0,0.0,7.0,0.0,29.0,102.0,133.0,201.0,15.0,45.0,15.0,13.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,95.0,12.0,71.0,32.0,9.0
42101020500,1192.0,0.0,0.0,0.0,176.0,18.0,301.0,178.0,361.0,39.0,58.0,43.0,18.0,1301.0,0.0,0.0,35.0,172.0,18.0,211.0,258.0,315.0,116.0,18.0,102.0,56.0
42101021800,2268.0,0.0,259.0,18.0,177.0,104.0,948.0,52.0,514.0,82.0,65.0,1.0,48.0,2690.0,14.0,209.0,0.0,341.0,82.0,899.0,146.0,722.0,14.0,124.0,28.0,111.0
42101021900,674.0,0.0,83.0,4.0,39.0,0.0,164.0,20.0,271.0,6.0,53.0,13.0,21.0,754.0,0.0,26.0,0.0,62.0,9.0,143.0,78.0,301.0,19.0,59.0,20.0,37.0
42101025500,1486.0,0.0,73.0,37.0,128.0,35.0,325.0,70.0,529.0,29.0,107.0,71.0,82.0,1322.0,0.0,43.0,64.0,107.0,17.0,245.0,52.0,583.0,29.0,72.0,64.0,46.0
42101025600,1318.0,0.0,61.0,0.0,196.0,17.0,222.0,20.0,549.0,20.0,133.0,19.0,81.0,1219.0,0.0,0.0,0.0,84.0,16.0,239.0,112.0,491.0,54.0,152.0,47.0,24.0
42101026301,1844.0,0.0,177.0,41.0,307.0,38.0,309.0,118.0,575.0,93.0,129.0,47.0,10.0,2125.0,0.0,46.0,0.0,255.0,29.0,389.0,136.0,767.0,126.0,296.0,62.0,19.0
42101027000,1542.0,0.0,69.0,14.0,221.0,54.0,485.0,133.0,375.0,59.0,70.0,43.0,19.0,1298.0,0.0,82.0,5.0,174.0,9.0,239.0,148.0,450.0,44.0,106.0,12.0,29.0
42101024700,1882.0,33.0,99.0,0.0,441.0,29.0,192.0,265.0,561.0,49.0,103.0,67.0,43.0,2299.0,0.0,106.0,57.0,316.0,130.0,576.0,178.0,606.0,68.0,141.0,84.0,37.0
42101003800,1698.0,0.0,74.0,59.0,208.0,20.0,341.0,100.0,595.0,31.0,140.0,87.0,43.0,2131.0,0.0,99.0,18.0,338.0,27.0,349.0,153.0,600.0,45.0,167.0,198.0,137.0
42101012500,2592.0,0.0,125.0,16.0,12.0,10.0,1392.0,168.0,579.0,86.0,115.0,40.0,49.0,2567.0,0.0,41.0,0.0,72.0,36.0,1429.0,60.0,382.0,120.0,49.0,240.0,138.0
42101021000,2369.0,0.0,44.0,0.0,159.0,0.0,1139.0,183.0,489.0,81.0,111.0,121.0,42.0,2668.0,0.0,138.0,0.0,102.0,74.0,1208.0,218.0,673.0,33.0,169.0,35.0,18.0
42101034702,1791.0,0.0,145.0,0.0,176.0,5.0,444.0,95.0,682.0,45.0,129.0,42.0,28.0,2023.0,0.0,170.0,0.0,309.0,3.0,400.0,83.0,646.0,77.0,155.0,72.0,108.0
42101026600,3136.0,0.0,55.0,117.0,473.0,49.0,555.0,284.0,1147.0,134.0,93.0,142.0,87.0,3702.0,0.0,168.0,38.0,609.0,45.0,721.0,259.0,1060.0,202.0,161.0,285.0,154.0
42101010400,1634.0,0.0,116.0,69.0,352.0,145.0,217.0,200.0,403.0,14.0,73.0,36.0,9.0,2588.0,0.0,288.0,35.0,332.0,78.0,406.0,365.0,623.0,71.0,133.0,161.0,96.0
42101013200,1017.0,0.0,59.0,30.0,218.0,2.0,317.0,61.0,124.0,12.0,120.0,63.0,11.0,1403.0,0.0,132.0,0.0,167.0,27.0,281.0,195.0,213.0,131.0,106.0,88.0,63.0
42101017601,3023.0,0.0,440.0,186.0,481.0,79.0,529.0,365.0,641.0,107.0,109.0,67.0,19.0,2483.0,0.0,142.0,64.0,259.0,77.0,321.0,416.0,910.0,113.0,78.0,83.0,20.0
42101003600,3089.0,0.0,306.0,24.0,574.0,185.0,547.0,391.0,692.0,13.0,130.0,133.0,94.0,3731.0,0.0,138.0,39.0,594.0,0.0,1133.0,140.0,1025.0,201.0,172.0,245.0,44.0
42101017000,1188.0,0.0,105.0,15.0,78.0,46.0,425.0,157.0,289.0,13.0,44.0,0.0,16.0,1833.0,0.0,259.0,9.0,125.0,37.0,465.0,189.0,578.0,13.0,106.0,25.0,27.0
42101024300,1745.0,0.0,109.0,24.0,468.0,43.0,352.0,86.0,492.0,43.0,84.0,0.0,44.0,1727.0,0.0,180.0,0.0,231.0,59.0,328.0,125.0,562.0,45.0,91.0,55.0,51.0
42101027600,1386.0,0.0,170.0,12.0,207.0,17.0,329.0,134.0,386.0,23.0,84.0,16.0,8.0,2134.0,0.0,238.0,12.0,222.0,16.0,510.0,205.0,684.0,9.0,156.0,38.0,44.0
42101001600,1110.0,0.0,104.0,0.0,118.0,20.0,368.0,29.0,399.0,8.0,64.0,0.0,0.0,1151.0,0.0,51.0,0.0,49.0,37.0,510.0,16.0,399.0,0.0,73.0,0.0,16.0
42101003902,2727.0,0.0,171.0,38.0,203.0,44.0,516.0,222.0,1051.0,33.0,170.0,106.0,173.0,2923.0,0.0,192.0,0.0,334.0,30.0,383.0,110.0,1164.0,12.0,353.0,182.0,163.0
42101007800,2343.0,0.0,129.0,13.0,154.0,81.0,889.0,134.0,780.0,66.0,74.0,0.0,23.0,2112.0,0.0,90.0,35.0,170.0,11.0,920.0,170.0,604.0,0.0,96.0,16.0,0.0
42101009300,1847.0,0.0,0.0,61.0,311.0,106.0,303.0,233.0,664.0,6.0,135.0,9.0,19.0,2410.0,0.0,69.0,0.0,458.0,113.0,472.0,342.0,708.0,52.0,135.0,34.0,27.0
42101032100,2028.0,0.0,103.0,27.0,405.0,77.0,608.0,187.0,501.0,17.0,41.0,43.0,19.0,2120.0,0.0,195.0,23.0,570.0,49.0,452.0,241.0,413.0,42.0,88.0,31.0,16.0
42101021400,2682.0,0.0,78.0,48.0,32.0,70.0,1911.0,66.0,343.0,17.0,82.0,14.0,21.0,1667.0,0.0,37.0,0.0,65.0,0.0,986.0,29.0,384.0,0.0,103.0,46.0,17.0
42101034900,2632.0,0.0,188.0,39.0,170.0,11.0,795.0,195.0,875.0,80.0,222.0,14.0,43.0,2831.0,0.0,264.0,12.0,465.0,17.0,553.0,104.0,1083.0,49.0,148.0,44.0,92.0
42101026900,868.0,0.0,31.0,11.0,108.0,19.0,215.0,84.0,299.0,15.0,68.0,13.0,5.0,1010.0,0.0,33.0,43.0,164.0,17.0,167.0,110.0,339.0,43.0,58.0,24.0,12.0
42101029200,2357.0,0.0,194.0,32.0,612.0,46.0,494.0,104.0,697.0,55.0,66.0,48.0,9.0,2491.0,0.0,176.0,0.0,393.0,136.0,509.0,218.0,852.0,78.0,48.0,81.0,0.0
42101031300,3911.0,0.0,337.0,121.0,865.0,71.0,1009.0,116.0,1163.0,67.0,88.0,31.0,43.0,3576.0,0.0,388.0,0.0,649.0,88.0,882.0,163.0,1099.0,15.0,109.0,130.0,53.0
42101032500,2754.0,0.0,52.0,46.0,357.0,0.0,883.0,282.0,861.0,59.0,108.0,70.0,36.0,3325.0,0.0,441.0,0.0,566.0,45.0,658.0,281.0,900.0,137.0,79.0,202.0,16.0
42101001400,2049.0,0.0,141.0,0.0,88.0,34.0,573.0,157.0,877.0,79.0,59.0,41.0,0.0,2120.0,0.0,189.0,0.0,68.0,40.0,820.0,71.0,543.0,89.0,100.0,200.0,0.0
42101036302,1618.0,0.0,181.0,7.0,336.0,9.0,221.0,121.0,540.0,24.0,137.0,16.0,26.0,1899.0,0.0,152.0,0.0,362.0,18.0,447.0,96.0,628.0,0.0,113.0,40.0,43.0
42101020102,1288.0,0.0,138.0,49.0,126.0,37.0,283.0,72.0,468.0,13.0,71.0,22.0,9.0,1517.0,0.0,87.0,0.0,163.0,0.0,350.0,134.0,531.0,82.0,53.0,83.0,34.0
42101031101,2673.0,0.0,216.0,21.0,625.0,139.0,713.0,136.0,635.0,33.0,84.0,22.0,49.0,3092.0,0.0,320.0,84.0,647.0,47.0,754.0,167.0,896.0,41.0,73.0,56.0,7.0
42101031102,1962.0,0.0,58.0,85.0,284.0,55.0,551.0,132.0,636.0,40.0,65.0,46.0,10.0,2404.0,0.0,107.0,68.0,582.0,27.0,354.0,180.0,915.0,41.0,20.0,57.0,53.0
42101019502,1643.0,0.0,194.0,116.0,268.0,54.0,352.0,251.0,337.0,9.0,55.0,7.0,0.0,1886.0,0.0,157.0,76.0,371.0,113.0,415.0,226.0,439.0,33.0,39.0,9.0,8.0
