fips,lowest_quintile,second_quintile,third_quintile,fourth_quintile,highest_quintile
42101029900,5425.0,12822.0,21247.0,38710.0,84222.0
42101027700,6287.0,13956.0,27425.0,48679.0,107661.0
42101028500,5030.0,15701.0,27323.0,42503.0,111250.0
42101029300,6084.0,12505.0,25803.0,35575.0,68447.0
42101031700,15731.0,31111.0,46340.0,61208.0,116186.0
42101030200,9813.0,28630.0,49871.0,87204.0,131079.0
42101030600,10066.0,25879.0,42818.0,71831.0,139603.0
42101031600,15457.0,26071.0,39625.0,62340.0,125603.0
42101031800,9988.0,29268.0,42687.0,62212.0,125619.0
42101032300,8783.0,23686.0,41256.0,59460.0,105046.0
42101033400,10712.0,28698.0,47866.0,65178.0,132418.0
42101033900,15702.0,39041.0,54531.0,90011.0,176803.0
42101036100,18454.0,42578.0,60980.0,85668.0,158962.0
42101033500,10037.0,28713.0,56508.0,74610.0,124483.0
42101034100,18431.0,47814.0,71880.0,102635.0,194040.0
42101035100,12042.0,35853.0,59119.0,80906.0,150490.0
42101035301,19629.0,49205.0,72704.0,101014.0,153466.0
42101036000,9141.0,26438.0,67656.0,104362.0,195364.0
42101019900,2488.0,9474.0,15271.0,28787.0,60909.0
42101020400,1405.0,13100.0,21995.0,35267.0,75552.0
42101023700,9394.0,26999.0,53351.0,108900.0,240569.0
42101002000,10423.0,24837.0,42018.0,67289.0,129608.0
42101003901,10516.0,23997.0,38031.0,69845.0,179921.0
42101005000,,,,,
42101005400,13954.0,32548.0,52375.0,77815.0,157787.0
42101006000,2745.0,19825.0,36928.0,61546.0,107903.0
42101011100,1047.0,12317.0,24198.0,45360.0,93071.0
42101008200,9857.0,26037.0,39865.0,58546.0,103895.0
42101008301,6012.0,15294.0,31365.0,58385.0,95409.0
42101008302,5875.0,18768.0,29191.0,47333.0,97009.0
42101006300,2511.0,10947.0,23663.0,45096.0,93694.0
42101007300,3979.0,14019.0,28912.0,48159.0,100844.0
42101007900,14937.0,33527.0,55215.0,93317.0,239879.0
42101008500,5402.0,15512.0,29071.0,44481.0,91943.0
42101009600,5224.0,15693.0,27468.0,41768.0,92620.0
42101011800,7405.0,19647.0,37968.0,61675.0,121974.0
42101011900,1506.0,13926.0,28309.0,46879.0,114772.0
42101013900,2918.0,9382.0,15164.0,30824.0,107679.0
42101014700,387.0,6296.0,12279.0,36873.0,88890.0
42101015600,4290.0,9756.0,20341.0,43161.0,112291.0
42101016300,2882.0,9826.0,14813.0,26445.0,79180.0
42101017800,4162.0,9234.0,17169.0,30208.0,59219.0
42101019700,1467.0,8975.0,17953.0,30977.0,96551.0
42101020000,,4449.0,18915.0,35256.0,64237.0
42101010800,4299.0,12224.0,23825.0,41982.0,85501.0
42101014500,4323.0,9390.0,18541.0,48157.0,115011.0
42101016500,1001.0,7594.0,11150.0,24763.0,118484.0
42101023600,12721.0,36665.0,67275.0,120033.0,309858.0
42101023900,3588.0,12683.0,25189.0,56733.0,136954.0
42101024200,3808.0,11004.0,22915.0,50788.0,123337.0
42101024500,1209.0,8738.0,15563.0,33104.0,84475.0
42101025400,11383.0,33957.0,52348.0,83990.0,170098.0
42101026000,9560.0,27524.0,44886.0,66666.0,116430.0
42101026302,15808.0,29894.0,42917.0,77542.0,122476.0
42101026400,7185.0,24118.0,42999.0,69103.0,166005.0
42101027100,4540.0,21708.0,48826.0,73617.0,138325.0
42101027800,5764.0,13272.0,31779.0,51113.0,151762.0
42101028200,3274.0,17294.0,28398.0,40588.0,88298.0
42101019800,3140.0,12353.0,22879.0,35064.0,87452.0
42101021200,19215.0,41604.0,65373.0,93048.0,180116.0
42101021300,17148.0,47457.0,69680.0,107874.0,244631.0
42101021700,22069.0,51275.0,80338.0,112410.0,200078.0
42101024100,2383.0,9345.0,15569.0,37819.0,106603.0
42101024800,4193.0,15610.0,38312.0,59415.0,139506.0
42101006400,6396.0,19824.0,29660.0,48990.0,87121.0
42101006500,4813.0,13088.0,27250.0,48067.0,94669.0
42101006600,3246.0,10277.0,19454.0,38099.0,90294.0
42101009100,1680.0,8701.0,19335.0,38122.0,114670.0
42101010300,4648.0,13092.0,23065.0,41027.0,86274.0
42101010500,3414.0,10883.0,19639.0,38534.0,102386.0
42101000300,15537.0,48235.0,87634.0,143266.0,324262.0
42101000500,2436.0,15632.0,43185.0,77026.0,189940.0
42101002400,17759.0,41918.0,65859.0,104207.0,228005.0
42101003701,,,,,
42101028700,0.0,10336.0,20706.0,42968.0,96825.0
42101029100,1410.0,10992.0,21471.0,37818.0,97782.0
42101032600,14267.0,32691.0,49106.0,67516.0,105925.0
42101033200,19870.0,43208.0,66447.0,108540.0,170794.0
42101033800,9247.0,28324.0,48081.0,77540.0,152345.0
42101034400,20534.0,47390.0,79645.0,118261.0,195266.0
42101034701,13423.0,33824.0,53057.0,81851.0,140071.0
42101035200,19547.0,42097.0,73198.0,107422.0,202551.0
42101035800,12543.0,35210.0,57105.0,92278.0,178125.0
421010331022,,,,,
421010331023,,,,,
421010331021,,,,,
421010331024,,,,,
421010315013,,,,,
421010315014,,,,,
421010315015,,,,,
421010389001,,,,,
421010389002,,,,,
421010389003,,,,,
421019800001,,,,,
421010315021,,,,,
421010315022,,,,,
421010314011,,,,,
421010314013,,,,,
421010314014,,,,,
421010314015,,,,,
421010314012,,,,,
421010314022,,,,,
421010314021,,,,,
421010008043,,,,,
421010012025,,,,,
421010008042,,,,,
421010008041,,,,,
421010012021,,,,,
421010012023,,,,,
421010012022,,,,,
421010012024,,,,,
421010012012,,,,,
421010012014,,,,,
421010012013,,,,,
421010012011,,,,,
421010008034,,,,,
421010008032,,,,,
421010008031,,,,,
421010008033,,,,,
421019809001,,,,,
421010027024,,,,,
421010027023,,,,,
421010027022,,,,,
421010027021,,,,,
421010030023,,,,,
421010030022,,,,,
421010030021,,,,,
421010030024,,,,,
421010030011,,,,,
421010030015,,,,,
421010030013,,,,,
421010030012,,,,,
421010030014,,,,,
421010028025,,,,,
421010028024,,,,,
421010028023,,,,,
421010028022,,,,,
421010028021,,,,,
421019802001,,,,,
421010337022,,,,,
421010337024,,,,,
421010337023,,,,,
421010337021,,,,,
421010315023,,,,,
421010141001,,,,,
421010141002,,,,,
421010144001,,,,,
421010144003,,,,,
421010144002,,,,,
421010152001,,,,,
421010152004,,,,,
421010152003,,,,,
421010152005,,,,,
421010152002,,,,,
421010333001,,,,,
421010333003,,,,,
421010333002,,,,,
421010336005,,,,,
421010336003,,,,,
421010336001,,,,,
421010336004,,,,,
421010336002,,,,,
421010363032,,,,,
421010363034,,,,,
421010363031,,,,,
421010363033,,,,,
421010366001,,,,,
421010299003,,,,,
421010299001,,,,,
421010299002,,,,,
421010299004,,,,,
421010277003,,,,,
421010277005,,,,,
421010277006,,,,,
421010277002,,,,,
421010309001,,,,,
421010309003,,,,,
421010309002,,,,,
421010320006,,,,,
421010320003,,,,,
421010320005,,,,,
421010320004,,,,,
421010320007,,,,,
421010320001,,,,,
421010320002,,,,,
421010342001,,,,,
421010277004,,,,,
421010277001,,,,,
421010285001,,,,,
421010293002,,,,,
421010293001,,,,,
421010302004,,,,,
421010302001,,,,,
421010302003,,,,,
421010122041,,,,,
421010122042,,,,,
421010004021,,,,,
421010004011,,,,,
421010122031,,,,,
421010136022,,,,,
421010136023,,,,,
421010136021,,,,,
421010136024,,,,,
421010345012,,,,,
421010345011,,,,,
421010345023,,,,,
421010345021,,,,,
421010345022,,,,,
421010011022,,,,,
421010011021,,,,,
421010009021,,,,,
421010009022,,,,,
421010009012,,,,,
421010009011,,,,,
421010172011,,,,,
421010172012,,,,,
421010172013,,,,,
421010172023,,,,,
421010348013,,,,,
421019803001,,,,,
421010311011,,,,,
421010201022,,,,,
421010311013,,,,,
421010311014,,,,,
421010311012,,,,,
421010311022,,,,,
421010311021,,,,,
421010311024,,,,,
421010311023,,,,,
421010195021,,,,,
421010195022,,,,,
421010172022,,,,,
421010172024,,,,,
421010172021,,,,,
421010274013,,,,,
421010274012,,,,,
421010274011,,,,,
421010201011,,,,,
421010201012,,,,,
421010201013,,,,,
421010201023,,,,,
421010201024,,,,,
421010201021,,,,,
421010086023,,,,,
421010375002,,,,,
421010375001,,,,,
421019808001,,,,,
421010180021,,,,,
421010180022,,,,,
421010180024,,,,,
421010180023,,,,,
421010088012,,,,,
421010088011,,,,,
421010098012,,,,,
421010122011,,,,,
421010122012,,,,,
421010098011,,,,,
421010071011,,,,,
421010071012,,,,,
421010071013,,,,,
421010028012,,,,,
421010361003,,,,,
421010362014,,,,,
421010369003,,,,,
421010369001,,,,,
421010369002,,,,,
421010373003,,,,,
421010373001,,,,,
421010373002,,,,,
421010372002,,,,,
421010372001,,,,,
421010372004,,,,,
421010315012,,,,,
421010315011,,,,,
421010305011,,,,,
421010305013,,,,,
421010305012,,,,,
421010305023,,,,,
421010305021,,,,,
421010305022,,,,,
421010195023,,,,,
421010195011,,,,,
421010195013,,,,,
421010305024,,,,,
421010305025,,,,,
421010098023,,,,,
421010098022,,,,,
421010098021,,,,,
421010180013,,,,,
421010195012,,,,,
421010289012,,,,,
421010289011,,,,,
421010289013,,,,,
421010289021,,,,,
421010289023,,,,,
421010289022,,,,,
421010289024,,,,,
421010289025,,,,,
421010331014,,,,,
421010331013,,,,,
421010331012,,,,,
421010331011,,,,,
421010010023,,,,,
421010010021,,,,,
421010010022,,,,,
421010010012,,,,,
421010010011,,,,,
421010208002,,,,,
421010004022,,,,,
421010180012,,,,,
421010383003,,,,,
421010383002,,,,,
421010372003,,,,,
421010383001,,,,,
421010390006,,,,,
421010180011,,,,,
421010177025,,,,,
421010177024,,,,,
421010177021,,,,,
421010268003,,,,,
421010319001,,,,,
421010319004,,,,,
421010319005,,,,,
421010319003,,,,,
421010319002,,,,,
421010330007,,,,,
421010330003,,,,,
421010330001,,,,,
421010330004,,,,,
421010330005,,,,,
421010330006,,,,,
421010330002,,,,,
421010161001,,,,,
421010161002,,,,,
421010161003,,,,,
421010161004,,,,,
421010169012,,,,,
421010169011,,,,,
421010169013,,,,,
421010174001,,,,,
421010174002,,,,,
421010158002,,,,,
421010158004,,,,,
