fips,total_population
42101027401,3160.0
42101020101,3706.0
42101989100,2536.0
42101980200,637.0
42101000804,4727.0
42101001202,5080.0
42101001201,4084.0
42101000803,3003.0
42101980900,0.0
42101002702,4336.0
42101003002,2951.0
42101003001,4143.0
42101002802,5786.0
42101980700,0.0
42101002701,4414.0
42101980600,0.0
42101032900,3303.0
42101034802,5520.0
42101034803,4164.0
42101024000,3725.0
42101028100,4451.0
42101028300,6107.0
42101030800,5536.0
42101031000,7660.0
42101033300,4274.0
42101033600,7324.0
42101036303,6284.0
42101036600,2213.0
42101029900,4347.0
42101027700,4814.0
42101028500,2764.0
42101029300,2600.0
42101031700,6180.0
42101030200,8202.0
42101030600,7517.0
42101031600,6982.0
42101031800,4030.0
42101032300,3358.0
42101033400,5590.0
42101033900,3367.0
42101036100,3828.0
42101033500,4137.0
42101034100,5470.0
42101035100,4248.0
42101035301,5722.0
42101036000,3319.0
42101019900,4079.0
42101020400,2494.0
42101023700,5058.0
42101002000,2154.0
42101003901,6610.0
42101005000,0.0
42101005400,1555.0
42101006000,6308.0
42101011100,3139.0
42101008200,6600.0
42101008301,5119.0
42101008302,4657.0
42101006300,4630.0
42101007300,2486.0
42101007900,4621.0
42101008500,7051.0
42101009600,4673.0
42101011800,6156.0
42101011900,4661.0
42101013900,2603.0
42101014700,3055.0
42101015600,1924.0
42101016300,3667.0
42101017800,5728.0
42101019700,7057.0
42101020000,1278.0
42101010800,4208.0
42101014500,1771.0
42101016500,2951.0
42101023600,2356.0
42101023900,1282.0
42101024200,3270.0
42101024500,3665.0
42101025400,4584.0
42101026000,3009.0
42101026302,6028.0
42101026400,5521.0
42101027100,2790.0
42101027800,4591.0
42101028200,5072.0
42101019800,6595.0
42101021200,2516.0
42101021300,3859.0
42101021700,5994.0
42101024100,1579.0
42101024800,2300.0
42101006400,3908.0
42101006500,4535.0
42101006600,3427.0
42101009100,2977.0
42101010300,2764.0
42101010500,4546.0
42101000300,3534.0
42101000500,2514.0
42101002400,5385.0
42101003701,6043.0
42101028700,2426.0
42101029100,5026.0
42101032600,7056.0
42101033200,2680.0
42101033800,6202.0
42101034400,7870.0
42101034701,6656.0
42101035200,4279.0
42101035800,6982.0
421010331022,704.0
421010331023,674.0
421010331021,916.0
421010331024,1192.0
421010315013,1262.0
421010315014,1228.0
421010315015,1747.0
421010389001,1185.0
421010389002,985.0
421010389003,1340.0
421019800001,1013.0
421010315021,1970.0
421010315022,951.0
421010314011,1921.0
421010314013,1561.0
421010314014,804.0
421010314015,1180.0
421010314012,2151.0
421010314022,1845.0
421010314021,1143.0
421010008043,1429.0
421010012025,642.0
421010008042,1061.0
421010008041,2237.0
421010012021,1395.0
421010012023,1227.0
421010012022,919.0
421010012024,897.0
421010012012,1065.0
421010012014,851.0
421010012013,840.0
421010012011,1328.0
421010008034,395.0
421010008032,1192.0
421010008031,729.0
421010008033,687.0
421019809001,0.0
421010027024,871.0
421010027023,959.0
421010027022,1005.0
421010027021,1501.0
421010030023,555.0
421010030022,941.0
421010030021,903.0
421010030024,552.0
421010030011,487.0
421010030015,613.0
421010030013,1218.0
421010030012,815.0
421010030014,1010.0
421010028025,946.0
421010028024,1019.0
421010028023,1085.0
421010028022,1089.0
421010028021,1647.0
421019802001,637.0
421010337022,1884.0
421010337024,862.0
421010337023,1334.0
421010337021,1206.0
421010315023,1362.0
421010141001,1686.0
421010141002,1009.0
421010144001,1020.0
421010144003,1096.0
421010144002,1955.0
421010152001,700.0
421010152004,1583.0
421010152003,1041.0
421010152005,1117.0
421010152002,1420.0
421010333001,1545.0
421010333003,1053.0
421010333002,1676.0
421010336005,940.0
421010336003,2732.0
421010336001,1118.0
421010336004,1577.0
421010336002,957.0
421010363032,1344.0
421010363034,1247.0
421010363031,2013.0
421010363033,1680.0
421010366001,2213.0
421010299003,770.0
421010299001,1084.0
421010299002,561.0
421010299004,1932.0
421010277003,602.0
421010277005,544.0
421010277006,694.0
421010277002,1207.0
421010309001,1743.0
421010309003,1539.0
421010309002,1157.0
421010320006,1358.0
421010320003,1304.0
421010320005,1263.0
421010320004,876.0
421010320007,597.0
421010320001,744.0
421010320002,739.0
421010342001,1437.0
421010277004,609.0
421010277001,1158.0
421010285001,2764.0
421010293002,1562.0
421010293001,1038.0
421010302004,1769.0
421010302001,1438.0
421010302003,2056.0
421010122041,2179.0
421010122042,1794.0
421010004021,1354.0
421010004011,2632.0
421010122031,469.0
421010136022,1204.0
421010136023,1101.0
421010136021,630.0
421010136024,658.0
421010345012,1667.0
421010345011,1930.0
421010345023,1905.0
421010345021,986.0
421010345022,2489.0
421010011022,1651.0
421010011021,905.0
421010009021,1361.0
421010009022,1292.0
421010009012,857.0
421010009011,1092.0
421010172011,920.0
421010172012,747.0
421010172013,1203.0
421010172023,467.0
421010348013,1899.0
421019803001,0.0
421010311011,1696.0
421010201022,311.0
421010311013,1265.0
421010311014,2003.0
421010311012,801.0
421010311022,591.0
421010311021,736.0
421010311024,1759.0
421010311023,1280.0
421010195021,1037.0
421010195022,2004.0
421010172022,885.0
421010172024,654.0
421010172021,1106.0
421010274013,585.0
421010274012,1310.0
421010274011,1265.0
421010201011,1468.0
421010201012,1020.0
421010201013,1218.0
421010201023,865.0
421010201024,639.0
421010201021,990.0
421010086023,543.0
421010375002,1769.0
421010375001,2431.0
421019808001,0.0
421010180021,1619.0
421010180022,1643.0
421010180024,789.0
421010180023,1985.0
421010088012,374.0
421010088011,1946.0
421010098012,1407.0
421010122011,661.0
421010122012,2453.0
421010098011,984.0
421010071011,1068.0
421010071012,958.0
421010071013,612.0
421010028012,1467.0
421010361003,2344.0
421010362014,1192.0
421010369003,4057.0
421010369001,127.0
421010369002,1556.0
421010373003,1179.0
421010373001,1818.0
421010373002,2606.0
421010372002,1564.0
421010372001,1097.0
421010372004,1236.0
421010315012,1062.0
421010315011,1098.0
421010305011,1784.0
421010305013,2341.0
421010305012,1989.0
421010305023,1339.0
421010305021,1131.0
421010305022,1592.0
421010195023,488.0
421010195011,1395.0
421010195013,1371.0
421010305024,2102.0
421010305025,627.0
421010098023,2188.0
421010098022,2850.0
421010098021,1389.0
421010180013,875.0
421010195012,1938.0
421010289012,1289.0
421010289011,1757.0
421010289013,1132.0
421010289021,1201.0
421010289023,1558.0
421010289022,1570.0
421010289024,1738.0
421010289025,665.0
421010331014,1090.0
421010331013,791.0
421010331012,1193.0
421010331011,1643.0
421010010023,1229.0
421010010021,1298.0
421010010022,782.0
421010010012,1193.0
421010010011,1379.0
421010208002,669.0
421010004022,1945.0
421010180012,1242.0
421010383003,683.0
421010383002,911.0
421010372003,623.0
421010383001,1752.0
421010390006,1165.0
421010180011,910.0
421010177025,1152.0
421010177024,1343.0
421010177021,826.0
421010268003,977.0
421010319001,1082.0
421010319004,559.0
421010319005,1329.0
421010319003,798.0
421010319002,1368.0
421010330007,591.0
421010330003,1528.0
421010330001,498.0
421010330004,2110.0
421010330005,1374.0
421010330006,689.0
421010330002,564.0
421010161001,2506.0
421010161002,1720.0
421010161003,910.0
421010161004,891.0
421010169012,700.0
421010169011,1091.0
421010169013,1414.0
421010174001,970.0
421010174002,1137.0
421010158002,845.0
421010158004,835.0
421010158006,653.0
421010158005,1321.0
421010158003,1265.0
421010158001,1288.0
421010164004,1562.0
421010164001,1134.0
421010164002,451.0
421010164003,1493.0
421010169022,825.0
421010169021,1365.0
421010169024,1254.0
421010169023,1510.0
421010171003,1342.0
421010171004,748.0
421010171001,1144.0
421010171002,1104.0
421010259004,667.0
421010259001,464.0
421010259002,829.0
421010259006,751.0
421010259003,832.0
421010259005,1269.0
421010290004,2293.0
421010290001,592.0
421010290003,3002.0
421010007002,1778.0
421010025001,1403.0
421010033005,753.0
421010007003,882.0
421010007001,791.0
421010284001,1575.0
421010286002,404.0
421010286003,492.0
421010286004,1050.0
421010286005,991.0
421010286006,963.0
421010286001,2774.0
421010001001,1911.0
421010001002,2244.0
421010013005,2825.0
421010013004,982.0
421010013001,720.0
421010013002,1215.0
421010013003,740.0
421010042013,854.0
421010042014,2226.0
421010042011,455.0
421010056001,970.0
421010067003,789.0
421010067002,616.0
421010067001,1139.0
421010067004,735.0
421010067007,1254.0
421010067005,1560.0
421010067006,642.0
421010003002,2624.0
421010003001,910.0
421010005001,2514.0
421010024001,700.0
421010024004,639.0
421010024003,1322.0
421010024005,971.0
421010024002,1753.0
421010100004,1473.0
421010100001,1363.0
421010100002,975.0
421010100003,933.0
421010101002,846.0
421010101001,1860.0
421010101006,1524.0
421010101003,1075.0
421010101004,1303.0
421010101005,467.0
421010101007,656.0
421010107001,636.0
421010107004,792.0
421010107002,1516.0
421010107003,583.0
421010133002,1488.0
421010133001,1866.0
421010247005,471.0
421010247002,873.0
421010038004,891.0
421010038003,893.0
421010038001,1200.0
421010038002,845.0
421010125002,2683.0
421010125001,1466.0
421010125003,1138.0
421010018001,1109.0
421010018002,2163.0
421010021002,1814.0
421010021001,466.0
421010257001,1964.0
421010033004,417.0
421010033006,1395.0
421010033003,667.0
421010033001,2196.0
421010033002,746.0
421010040023,1169.0
421010040021,881.0
421010040024,813.0
421010040022,2172.0
421010042012,1853.0
421010203002,1777.0
421010203001,1009.0
421010209004,694.0
421010208001,1557.0
421010209003,608.0
421010209001,798.0
421010209002,459.0
421010207003,1708.0
421010207002,974.0
421010207001,1402.0
421010207004,1765.0
421010184001,753.0
421010184002,1488.0
421010307003,2133.0
421010307001,989.0
421010307002,1255.0
421010312001,1451.0
421010312002,2290.0
421010312003,1466.0
421010231001,1323.0
421010235001,1282.0
421010019002,1507.0
421010019003,937.0
421010019001,937.0
421010031006,376.0
421010070004,353.0
421010070003,731.0
421010070001,854.0
421010070002,425.0
421010070005,815.0
421010080002,1261.0
421010080004,1212.0
421010080003,823.0
421010210001,840.0
421010210004,1623.0
421010210002,530.0
421010210003,903.0
421010210005,1146.0
421010347021,2113.0
421010147002,1580.0
421010147001,1475.0
421010156002,1037.0
421010156001,887.0
421010163001,1103.0
421010163003,694.0
421010163002,796.0
421010163004,1074.0
421010178002,1138.0
421010278004,1047.0
421010278001,1526.0
421010278002,1116.0
421010278003,902.0
421010282002,1603.0
421010282003,2455.0
421010282001,1014.0
421010288003,1212.0
421010288001,1876.0
421010288002,1063.0
421010298002,817.0
421010298004,1335.0
421010298003,550.0
421010298001,1794.0
421010298005,610.0
421010329004,776.0
421010329003,1041.0
421010329005,735.0
421010329001,241.0
421010329002,510.0
421010348022,1312.0
421010348023,1372.0
421010348021,2836.0
421010348033,766.0
421010348032,2345.0
421010348031,1053.0
421010245001,1184.0
421010245004,697.0
421010245002,883.0
421010254004,1213.0
421010254001,963.0
421010254002,1409.0
421010254003,999.0
421010260002,891.0
421010260003,1294.0
421010260001,824.0
421010263021,1677.0
421010263022,1491.0
421010263023,774.0
421010382002,1006.0
421010382001,1012.0
421010382003,780.0
421010380001,1162.0
421010380002,1120.0
421010381001,664.0
421010178003,721.0
421010178007,966.0
421010178004,455.0
421010178006,325.0
421010178001,1237.0
421010178005,886.0
421010197004,868.0
421010197001,1240.0
421010197005,1187.0
421010197006,1757.0
421010197002,830.0
421010197003,1175.0
421010200002,714.0
421010200001,564.0
421010108001,815.0
421010108002,729.0
421010108003,964.0
421010108004,960.0
421010108005,740.0
421010263024,2086.0
421010264004,1839.0
421010264001,749.0
421010264006,498.0
421010264002,327.0
421010264005,1122.0
421010264007,458.0
421010264003,528.0
421010271001,926.0
421010271002,1205.0
421010271003,659.0
421010240004,755.0
421010240003,324.0
421010240001,1525.0
421010240002,1121.0
421010281002,1367.0
421010281001,1781.0
421010281003,1303.0
421010283001,657.0
421010283003,348.0
421010283005,1484.0
421010283006,797.0
421010283007,678.0
421010283002,650.0
421010283004,1493.0
421010308004,1686.0
421010308002,1083.0
421010308003,2045.0
421010308001,722.0
421010310006,1197.0
421010310005,1216.0
421010310007,1062.0
421010310001,940.0
421010310003,656.0
421010310004,1424.0
421010310002,1165.0
421010153004,1374.0
421010153002,476.0
421010153001,1125.0
421010153003,723.0
421010157003,834.0
421010157002,1189.0
421010157001,715.0
421010160003,1595.0
421010160002,993.0
421010160004,869.0
421010160005,735.0
421010160006,634.0
421010160007,937.0
421010160001,468.0
421010168003,650.0
421010168002,470.0
421010168001,756.0
421010168006,733.0
421010168004,585.0
421010168005,327.0
421010177023,863.0
421010177022,1176.0
421010177011,1184.0
421010177012,1469.0
421010177013,1196.0
421010356021,1298.0
421010356022,2112.0
421010316006,895.0
421010202005,1094.0
421010202002,310.0
421010202006,841.0
421010202003,365.0
421010202004,558.0
421010202001,990.0
421010149001,610.0
421010347022,787.0
421010347023,914.0
421010266006,874.0
421010266001,668.0
421010266002,1328.0
421010266003,739.0
421010266008,1008.0
421010266004,985.0
421010266005,562.0
421010266007,674.0
421010104003,1456.0
421010390002,1410.0
421010390003,1066.0
421010390007,1780.0
421010390008,884.0
421010390001,1140.0
421010390004,855.0
421010390005,1166.0
421010378003,1079.0
421010378002,470.0
421010378001,1097.0
421010377003,252.0
421010377002,2343.0
421010377001,2937.0
421010342002,2217.0
421010361001,940.0
421010335001,1000.0
421010335003,1091.0
421010335002,2046.0
421010341003,872.0
421010341001,745.0
421010341002,1001.0
421010341006,619.0
421010341005,962.0
421010341004,1271.0
421010351001,2092.0
421010351002,2156.0
421010353012,2393.0
421010353013,536.0
421010353011,2793.0
421010360001,3319.0
421010199001,664.0
421010199002,1020.0
421010199003,815.0
421010199004,1580.0
421010204003,459.0
421010204001,686.0
421010204002,781.0
421010204004,568.0
421010237001,1049.0
421010237002,1617.0
421010237004,1530.0
421010237003,862.0
421010104002,637.0
421010104001,766.0
421010104004,1373.0
421010132001,1194.0
421010132002,1415.0
421010326001,755.0
421010326004,1432.0
421010326007,580.0
421010326006,1260.0
421010326002,924.0
421010326003,1623.0
421010326005,482.0
421010332001,1644.0
421010332002,1036.0
421010338003,444.0
421010338005,1170.0
421010338002,487.0
421010338001,3062.0
421010338004,1039.0
421010344003,2673.0
421010344004,2217.0
421010344001,1656.0
421010344002,1324.0
421010113002,594.0
421010347012,2488.0
421010113001,1797.0
421010113003,920.0
421010114001,2063.0
421010114004,593.0
421010114005,2174.0
421010114003,1054.0
421010114006,920.0
421010114002,488.0
421010117001,1998.0
421010176011,612.0
421010176013,1065.0
421010176012,795.0
421010176014,2108.0
421010176015,926.0
421010036002,1354.0
421010036001,2123.0
421010036004,1070.0
421010036003,2273.0
421010170002,446.0
421010170003,768.0
421010290002,1485.0
421010301001,758.0
421010301002,2046.0
421010301005,1583.0
421010347011,2692.0
421010347013,1476.0
421010352003,1381.0
421010352001,2145.0
421010352002,753.0
421010358002,1089.0
421010358003,1721.0
421010358001,4172.0
421010359002,2770.0
421010359001,2556.0
421010362012,744.0
421010362011,1714.0
421010362013,1132.0
421010362021,1301.0
421010362022,1447.0
421010362023,1257.0
421010362024,1940.0
421010106002,1070.0
421010131001,851.0
421010131002,813.0
421010138002,1343.0
421010138001,497.0
421010162001,783.0
421010162002,886.0
421010162003,843.0
421010179002,1309.0
421010179001,341.0
421010179005,1877.0
421010179004,2143.0
421010179003,712.0
421010183003,1479.0
421010183002,922.0
421010183001,843.0
421010170001,1891.0
421010243003,737.0
421010243002,1160.0
421010243004,546.0
421010243001,1029.0
421010276002,313.0
421010039023,851.0
421010078003,1092.0
421010078004,810.0
421010078005,1321.0
421010080001,859.0
421010094001,990.0
421010094002,1188.0
421010340002,1235.0
421010340003,597.0
421010340001,1118.0
421010346001,2717.0
421010348011,1137.0
421010348012,1372.0
421010061002,848.0
421010061001,2131.0
421010022002,610.0
421010022003,1057.0
421010022001,718.0
421010023001,1125.0
421010023002,1805.0
421010041012,2059.0
421010041011,966.0
421010041013,1493.0
421010041014,1650.0
421010042024,1481.0
421010042022,1230.0
421010042023,1330.0
421010042021,1406.0
421010055003,3635.0
421010069002,603.0
421010055002,1046.0
421010055001,2183.0
421010069001,1231.0
421010349004,1248.0
421010349002,2236.0
421010349001,889.0
421010269002,1338.0
421010269001,888.0
421010292003,1085.0
421010292001,2780.0
421010292002,983.0
421010313004,1395.0
421010313001,1207.0
421010313002,1528.0
421010313005,1175.0
421010313003,863.0
421010313006,1319.0
421010325002,1849.0
421010325004,1402.0
421010325003,2134.0
421010325001,694.0
421010014001,1558.0
421010014002,522.0
421010301003,888.0
421010301004,455.0
421010137004,725.0
421010137001,964.0
421010137005,1082.0
421010137003,1064.0
421010137002,820.0
421010115002,1311.0
421010115003,1466.0
421010115001,1149.0
421010115004,760.0
421010120001,484.0
421010120002,1387.0
421010121001,1399.0
421010121002,1818.0
421010257003,1155.0
421010257002,825.0
421010211002,1321.0
421010211001,1152.0
421010261001,928.0
421010261003,1584.0
421010261002,1159.0
421010272003,1475.0
421010272001,918.0
421010272002,2349.0
421010275001,1629.0
421010275003,711.0
421010275002,1338.0
421010275004,1268.0
421010280004,1328.0
421010280001,562.0
421010280003,1169.0
421010280002,888.0
421010294001,748.0
421010166002,438.0
421010166001,1244.0
421010173001,841.0
421010173002,1668.0
421010175002,798.0
421010175006,932.0
421010175005,1160.0
421010175003,955.0
421010175004,666.0
421010175001,2273.0
421010176021,1513.0
421010176022,878.0
421010176023,1962.0
421010253004,918.0
421010253002,740.0
421010253003,1035.0
421010253005,738.0
421010253001,1058.0
421010238005,1070.0
421010238002,634.0
421010238001,892.0
421010094004,1277.0
421010094003,702.0
421010095003,573.0
421010095002,589.0
421010095004,1340.0
421010095001,633.0
421010084004,656.0
421010084006,616.0
421010084001,1146.0
421010084002,1005.0
421010084005,875.0
421010084003,429.0
421010090001,404.0
421010090003,1567.0
421010090002,2422.0
421010090004,1679.0
421010198002,1155.0
421010198004,1352.0
421010198003,870.0
421010198005,1001.0
421010198001,1078.0
421010198006,1139.0
421010212001,1276.0
421010212002,1240.0
421010213001,555.0
421010213002,624.0
421010213004,796.0
421010213005,969.0
421010213003,915.0
421010217003,985.0
421010217004,1536.0
421010217002,1500.0
421010217001,1973.0
421010031001,1079.0
421010031002,343.0
421010031004,892.0
421010031005,1081.0
421010031003,548.0
421010032001,1006.0
421010032004,653.0
421010032006,845.0
421010032003,836.0
421010032005,329.0
421010032002,395.0
421010040013,918.0
421010040011,1403.0
421010040012,983.0
421010040014,731.0
421010062003,1016.0
421010062002,1115.0
421010072006,1104.0
421010062004,1240.0
421010062001,1427.0
421010072001,927.0
421010072002,715.0
421010072003,551.0
421010072005,865.0
421010072004,696.0
421010363012,1961.0
421010363011,1654.0
421010353022,2462.0
421010353021,1878.0
421010355003,2550.0
421010355001,2520.0
421010355002,2123.0
421010362031,1631.0
421010294003,1146.0
421010294002,1394.0
421010300007,1596.0
421010300003,1299.0
421010300004,1211.0
421010300006,679.0
421010300005,565.0
421010300002,616.0
421010300001,634.0
421010188004,854.0
421010188007,2417.0
421010188002,1279.0
421010188001,2008.0
421010188003,948.0
421010188006,930.0
421010188005,455.0
421010191002,903.0
421010191001,1063.0
421010238003,779.0
421010238004,688.0
421010252001,394.0
421010252006,1648.0
421010252007,1139.0
421010252005,1565.0
421010252003,599.0
421010252004,1052.0
421010252002,825.0
421010262004,1260.0
421010262002,693.0
421010262001,618.0
421010262003,1443.0
421010273001,1411.0
421010273002,926.0
421010273003,1078.0
421010273005,1515.0
421010273004,1361.0
421010284002,1672.0
421010284003,641.0
421010218003,1070.0
421019801001,98.0
421019891001,2536.0
421010167024,659.0
421010167021,571.0
421010167022,852.0
421010167023,560.0
421010063003,1165.0
421010063001,347.0
421010063004,1987.0
421010073001,493.0
421010073002,942.0
421010073003,348.0
421010073004,703.0
421010079001,793.0
421010079003,1506.0
421010079002,1363.0
421010079004,959.0
421010085002,1421.0
421010085005,1180.0
421010085006,1200.0
421010085003,680.0
421010085004,573.0
421010085007,1526.0
421010085001,471.0
421010096001,1017.0
421010096003,828.0
421010096002,848.0
421010362032,1028.0
421010362033,2562.0
421010364001,969.0
421010205001,1404.0
421010205002,1101.0
421010218001,1904.0
421010218002,1984.0
421010219001,1428.0
421010248002,1256.0
421010241001,1579.0
421010248001,1044.0
421010064001,1086.0
421010064002,996.0
421010064003,1826.0
421010065006,1024.0
421010065001,457.0
421010065003,887.0
421010065002,610.0
421010065004,999.0
421010065005,558.0
421010066004,1174.0
421010066002,330.0
421010066001,943.0
421010066003,980.0
421010091002,815.0
421010074002,933.0
421010074001,745.0
421010074003,1008.0
421010074004,1734.0
421010074005,366.0
421010255003,532.0
421010255002,1076.0
421010255001,1200.0
421010256002,802.0
421010256003,767.0
421010256001,1065.0
421010263012,899.0
421010263014,796.0
421010263011,1307.0
421010263013,967.0
421010270002,1915.0
421010270001,925.0
421010247001,1022.0
421010247004,924.0
421010247003,911.0
421019807001,0.0
421010027012,1075.0
421010027011,1059.0
421010027013,2280.0
421019806001,0.0
421010337012,1275.0
421010337013,3246.0
421010337011,1642.0
421010279011,946.0
421010279013,563.0
421010279012,1291.0
421010279014,1490.0
421010279021,1723.0
421010279022,2523.0
421010081012,788.0
421010081011,1241.0
421010081013,855.0
421010071022,1181.0
421010071023,706.0
421010071021,981.0
421010071024,877.0
421010071025,1199.0
421010088021,1115.0
421010088022,1334.0
421010088023,2985.0
421010088024,1018.0
421010087021,1602.0
421010087022,1168.0
421010081024,2382.0
421010087011,1160.0
421010087012,1427.0
421010087013,1769.0
421010081022,957.0
421010081021,792.0
421010081025,675.0
421010081023,957.0
421010086021,1031.0
421010086022,865.0
421010145001,856.0
421010145002,915.0
421010165001,325.0
421010165003,1839.0
421010165002,787.0
421010236001,472.0
421010236002,1101.0
421010236003,783.0
421010242003,998.0
421010239002,467.0
421010239001,815.0
421010242002,713.0
421010242001,592.0
421010242004,967.0
421010245003,901.0
421010140003,1286.0
421010140001,1622.0
421010140002,446.0
421010096005,754.0
421010096004,1226.0
421010118002,881.0
421010118006,413.0
421010118005,1223.0
421010118001,1160.0
421010118003,1782.0
421010118004,697.0
421010119002,1928.0
421010119005,481.0
421010119004,490.0
421010119001,872.0
421010119003,890.0
421010139002,1005.0
421010139001,612.0
421010139003,986.0
421010092001,1898.0
421010092002,1692.0
421010091003,1432.0
421010091001,730.0
421010103001,1566.0
421010103002,1198.0
421010105003,1894.0
421010105001,323.0
421010105002,2329.0
421010314023,2992.0
421010167011,812.0
421010167013,1490.0
421010167012,534.0
421010039014,1277.0
