fips,total_population
421010020001,1335.0
421010020002,819.0
421010039011,1523.0
421010039012,1698.0
421010039013,2112.0
421010050001,0.0
421010054001,1555.0
421010276001,1265.0
421010016001,874.0
421010276003,969.0
421010276004,973.0
421010016002,1387.0
421010039021,1798.0
421010039024,2176.0
421010039022,825.0
421010306004,1589.0
421010302002,1856.0
421010302005,1083.0
421010306006,801.0
421010306001,1288.0
421010306003,667.0
421010306005,455.0
421010306007,1940.0
421010306002,777.0
421010316001,817.0
421010316007,1421.0
421010316005,1335.0
421010316002,964.0
421010316003,562.0
421010316004,988.0
421010015001,972.0
421010029001,1199.0
421010029003,1849.0
421010029002,1024.0
421010015002,1957.0
421010037021,2012.0
421010037023,924.0
421010037022,1290.0
421010244003,862.0
421010106001,662.0
421010244002,1383.0
421010244001,748.0
421010246002,1359.0
421010246001,778.0
421010246003,843.0
421010249003,482.0
421010357011,2289.0
421010357012,2728.0
421010357021,1615.0
421010357022,2416.0
421010356014,934.0
421010356012,1866.0
421010356013,852.0
421010356011,2160.0
421010151012,1243.0
421010151011,909.0
421010151021,1502.0
421010151023,622.0
421010151022,1292.0
421010365013,708.0
421010365012,2009.0
421010365011,2545.0
421019804001,0.0
421010134022,559.0
421010134021,844.0
421010134023,1510.0
421010134011,1008.0
421010379003,754.0
421010134012,1268.0
421010136011,1145.0
421010136012,1509.0
421010379005,571.0
421010379001,533.0
421010379004,944.0
421010379002,1163.0
421010379006,1075.0
421010381002,170.0
421010384002,1046.0
421010384001,1428.0
421010028011,1842.0
421010028013,1523.0
421019805001,0.0
421010008011,1407.0
421010011012,1222.0
421010011014,943.0
421010011011,596.0
421010011013,1001.0
421010274022,504.0
421010274023,467.0
421010274021,2220.0
421010274024,2324.0
421010274025,1135.0
421010365021,2663.0
421010086012,1759.0
421010086011,1274.0
421010365022,1363.0
421010367001,1699.0
421010367002,1336.0
421010376002,2113.0
421010376001,938.0
421010386001,1390.0
421010385002,1298.0
421010385001,604.0
421010387002,1911.0
421010387001,684.0
421010388004,1328.0
421010388002,1058.0
421010388001,678.0
421010388003,719.0
421010060001,1997.0
421010060002,1756.0
421010060005,895.0
421010060004,1043.0
421010060003,617.0
421010111002,344.0
421010111003,529.0
421010111001,554.0
421010111004,880.0
421010111005,832.0
421010082001,361.0
421010082006,1372.0
421010082002,1707.0
421010082004,437.0
421010082005,730.0
421010082003,1183.0
421010082007,810.0
421010083012,1834.0
421010083011,1890.0
421010083013,1395.0
421010083021,871.0
421010083022,1798.0
421010083023,906.0
421010083024,1082.0
421010249004,670.0
421010249002,263.0
421010249001,1300.0
421010258001,1620.0
421010265005,782.0
421010265001,607.0
421010265003,935.0
421010265004,761.0
421010265006,1660.0
421010265002,908.0
421010267002,135.0
421010267006,755.0
421010267007,772.0
421010267003,1237.0
421010267004,1129.0
421010267005,1935.0
421010267001,717.0
421010190003,1910.0
421010183004,741.0
421010190004,1192.0
421010190001,1568.0
421010190002,1757.0
421010190005,1793.0
421010206001,1577.0
421010215003,734.0
421010215001,806.0
421010215002,1180.0
421010215004,1135.0
421010216001,989.0
421010216002,1379.0
421010220001,1623.0
421010002001,2683.0
421010006001,1207.0
421010078001,977.0
421010078002,388.0
421010093002,865.0
421010093001,539.0
421010093004,779.0
421010093003,722.0
421010093005,1352.0
421010321002,1127.0
421010321001,1863.0
421010321003,1158.0
421010214001,861.0
421010214005,821.0
421010214004,1010.0
421010214002,903.0
421010214003,754.0
421010349003,1090.0
421010317004,1374.0
421010317003,825.0
421010317005,773.0
421010317001,1442.0
421010317002,1766.0
421010318003,527.0
421010318002,1523.0
421010318004,922.0
421010318001,1058.0
421010323001,534.0
421010323003,1578.0
421010323002,1246.0
421010334001,867.0
421010334004,1912.0
421010334002,1494.0
421010334003,1317.0
421010339001,1134.0
421010339002,1645.0
421010339003,588.0
421010361002,544.0
421010109003,1117.0
421010102001,708.0
421010102002,1151.0
421010102003,1452.0
421010109002,409.0
421010109001,1310.0
421010069003,723.0
421010077002,771.0
421010077001,1249.0
421010110004,1517.0
421010110002,770.0
421010110003,945.0
421010110001,656.0
421010112004,1258.0
421010112003,1029.0
421010112007,371.0
421010112002,795.0
421010112005,814.0
421010112001,1102.0
421010112006,590.0
421010041021,3432.0
421010041023,1030.0
421010041022,3525.0
421010041024,1522.0
421010014003,2089.0
421010363021,1651.0
421010363022,1866.0
421010063002,1131.0
421010142001,1065.0
421010142002,3322.0
421010037012,1165.0
421010037011,519.0
421010037014,996.0
421010037015,753.0
421010037013,2610.0
421010287001,1565.0
421010287002,861.0
421010291004,818.0
421010291001,690.0
421010291003,1388.0
421010291002,2130.0
421010135002,520.0
421010135004,2035.0
421010135001,551.0
421010135003,788.0
421010143002,751.0
421010143001,967.0
421010146001,2595.0
421010146003,801.0
421010146002,769.0
421010149003,560.0
421010148001,967.0
421010149005,498.0
421010149006,625.0
421010149002,430.0
421010149004,392.0
421010191004,2421.0
421010284004,521.0
421010191006,418.0
421010191003,1718.0
421010191005,2189.0
421010192006,662.0
421010192005,1002.0
421010192004,2359.0
421010192003,2642.0
421010192001,583.0
421010192002,1651.0
421010017001,1289.0
421010017002,1667.0
421010025002,947.0
421010025004,1069.0
421010025003,536.0
421010268001,1684.0
421010268002,938.0
421010268004,1246.0
