fips,car_truck_van,public_transit_total,bus,trolley,subway,railroad,ferryboat,taxicab,motorcycle,bicycle,walked,other_means,worked_at_home
42101019502,504.0,164.0,134.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,23.0
42101019501,596.0,408.0,370.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,70.0,8.0,63.0
42101028901,1138.0,242.0,236.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,80.0,108.0,0.0
42101028902,1634.0,708.0,618.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,7.0,99.0,0.0
42101033101,1574.0,170.0,128.0,0.0,35.0,7.0,0.0,0.0,0.0,20.0,33.0,0.0,43.0
42101033102,1225.0,188.0,63.0,0.0,78.0,47.0,0.0,0.0,15.0,0.0,16.0,6.0,43.0
42101031501,2101.0,418.0,288.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,41.0
42101030501,1644.0,696.0,593.0,0.0,60.0,43.0,0.0,0.0,0.0,0.0,53.0,0.0,97.0
42101030502,2140.0,531.0,366.0,0.0,26.0,139.0,0.0,10.0,0.0,0.0,118.0,40.0,0.0
42101009802,1865.0,954.0,740.0,0.0,178.0,36.0,0.0,0.0,0.0,0.0,50.0,37.0,34.0
42101035602,1562.0,217.0,74.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
42101018001,1038.0,186.0,147.0,0.0,39.0,0.0,0.0,0.0,0.0,51.0,91.0,0.0,90.0
42101017702,472.0,562.0,349.0,0.0,116.0,97.0,0.0,0.0,0.0,52.0,8.0,19.0,56.0
42101017701,365.0,463.0,304.0,0.0,52.0,107.0,0.0,0.0,0.0,0.0,33.0,31.0,50.0
42101035701,1900.0,258.0,245.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,32.0,82.0,35.0
42101035702,1605.0,119.0,82.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0
42101035601,2225.0,229.0,60.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
42101015101,186.0,369.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,35.0
42101015102,343.0,402.0,318.0,0.0,45.0,39.0,0.0,0.0,0.0,0.0,41.0,0.0,14.0
42101036501,2376.0,208.0,73.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0
42101980400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101013402,1101.0,317.0,200.0,0.0,68.0,49.0,0.0,4.0,0.0,137.0,510.0,18.0,127.0
42101013401,561.0,176.0,109.0,33.0,23.0,11.0,0.0,11.0,0.0,29.0,392.0,10.0,139.0
42101038000,617.0,122.0,46.0,0.0,76.0,0.0,0.0,0.0,0.0,21.0,31.0,15.0,0.0
42101013601,863.0,395.0,333.0,0.0,33.0,29.0,0.0,0.0,0.0,141.0,305.0,55.0,169.0
42101037900,1858.0,270.0,148.0,0.0,122.0,0.0,0.0,11.0,0.0,0.0,159.0,66.0,53.0
42101038200,671.0,233.0,115.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,46.0
42101038100,236.0,52.0,39.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,21.0,9.0,11.0
42101038400,980.0,77.0,50.0,0.0,8.0,19.0,0.0,8.0,0.0,6.0,30.0,7.0,60.0
42101001002,896.0,325.0,191.0,0.0,108.0,26.0,0.0,26.0,0.0,75.0,401.0,0.0,152.0
42101001001,476.0,296.0,162.0,0.0,86.0,48.0,0.0,3.0,0.0,30.0,477.0,10.0,130.0
42101000402,684.0,311.0,15.0,22.0,104.0,170.0,0.0,15.0,0.0,12.0,740.0,14.0,83.0
42101000401,408.0,335.0,74.0,45.0,82.0,126.0,8.0,0.0,0.0,43.0,626.0,19.0,187.0
42101012204,1356.0,364.0,307.0,10.0,14.0,33.0,0.0,0.0,0.0,0.0,58.0,28.0,28.0
42101012203,170.0,57.0,34.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0
42101013602,1099.0,493.0,457.0,0.0,36.0,0.0,0.0,11.0,9.0,217.0,363.0,42.0,90.0
42101034501,1158.0,208.0,138.0,0.0,47.0,23.0,0.0,0.0,0.0,0.0,65.0,23.0,23.0
42101034502,2069.0,329.0,236.0,0.0,16.0,77.0,0.0,17.0,0.0,0.0,50.0,29.0,42.0
42101001102,467.0,482.0,231.0,0.0,152.0,99.0,0.0,21.0,0.0,89.0,507.0,0.0,118.0
42101000902,328.0,212.0,49.0,0.0,59.0,104.0,0.0,25.0,0.0,6.0,582.0,0.0,108.0
42101000901,311.0,241.0,81.0,0.0,105.0,55.0,0.0,0.0,0.0,80.0,628.0,13.0,35.0
42101017201,550.0,406.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,38.0,33.0,29.0
42101017202,564.0,154.0,154.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,23.0,8.0,83.0
42101027401,1000.0,213.0,117.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,69.0
42101020101,422.0,449.0,302.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,7.0
42101989100,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101980200,139.0,22.0,6.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0
42101000804,573.0,515.0,303.0,0.0,101.0,111.0,0.0,58.0,0.0,30.0,1458.0,36.0,570.0
42101001202,894.0,614.0,325.0,22.0,165.0,102.0,0.0,8.0,0.0,206.0,1284.0,9.0,344.0
42101001201,692.0,309.0,210.0,8.0,58.0,33.0,0.0,12.0,0.0,282.0,1153.0,17.0,143.0
42101000803,276.0,228.0,173.0,13.0,13.0,29.0,0.0,0.0,0.0,89.0,896.0,61.0,322.0
42101980900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101002702,1430.0,465.0,377.0,0.0,88.0,0.0,0.0,0.0,0.0,201.0,92.0,10.0,112.0
42101003002,468.0,737.0,469.0,0.0,211.0,57.0,0.0,7.0,6.0,100.0,75.0,0.0,89.0
42101003001,970.0,723.0,348.0,0.0,340.0,35.0,0.0,8.0,0.0,423.0,132.0,38.0,30.0
42101002802,1368.0,1007.0,465.0,0.0,542.0,0.0,0.0,8.0,0.0,269.0,467.0,0.0,128.0
42101980700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101002701,697.0,762.0,585.0,0.0,143.0,34.0,0.0,30.0,0.0,276.0,213.0,0.0,51.0
42101980600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101032900,930.0,378.0,274.0,56.0,24.0,24.0,0.0,0.0,0.0,6.0,51.0,0.0,20.0
42101034802,2133.0,235.0,92.0,0.0,103.0,40.0,0.0,12.0,0.0,0.0,0.0,0.0,7.0
42101034803,1735.0,147.0,67.0,0.0,37.0,43.0,0.0,0.0,0.0,0.0,42.0,9.0,18.0
42101024000,993.0,558.0,130.0,0.0,198.0,230.0,0.0,0.0,0.0,7.0,91.0,8.0,69.0
42101028100,844.0,683.0,475.0,0.0,184.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,46.0
42101028300,1158.0,688.0,529.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,23.0,70.0,22.0
42101030800,2038.0,267.0,143.0,0.0,66.0,58.0,0.0,7.0,0.0,0.0,18.0,21.0,33.0
42101031000,2860.0,344.0,287.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,223.0,32.0,12.0
42101033300,1198.0,130.0,98.0,0.0,21.0,11.0,0.0,0.0,0.0,0.0,85.0,0.0,47.0
42101033600,2426.0,485.0,221.0,0.0,95.0,169.0,0.0,0.0,0.0,0.0,160.0,17.0,182.0
42101036303,2685.0,268.0,59.0,0.0,14.0,195.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0
42101036600,887.0,266.0,101.0,0.0,157.0,8.0,0.0,0.0,0.0,40.0,177.0,22.0,194.0
42101029900,776.0,454.0,370.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,69.0,18.0,9.0
42101027700,876.0,524.0,389.0,0.0,114.0,21.0,0.0,0.0,0.0,0.0,75.0,22.0,33.0
42101028500,581.0,243.0,209.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
42101029300,382.0,195.0,158.0,0.0,30.0,7.0,0.0,0.0,0.0,0.0,21.0,44.0,26.0
42101031700,2250.0,491.0,355.0,64.0,72.0,0.0,0.0,0.0,0.0,0.0,62.0,75.0,85.0
42101030200,2542.0,815.0,339.0,0.0,434.0,42.0,0.0,0.0,0.0,0.0,165.0,0.0,79.0
42101030600,2459.0,661.0,241.0,0.0,27.0,393.0,0.0,22.0,0.0,21.0,66.0,0.0,113.0
42101031600,2330.0,392.0,317.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,39.0
42101031800,1456.0,124.0,58.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,33.0,47.0,33.0
42101032300,1168.0,359.0,315.0,0.0,35.0,9.0,0.0,0.0,0.0,0.0,88.0,16.0,19.0
42101033400,1660.0,348.0,163.0,0.0,159.0,26.0,0.0,0.0,0.0,0.0,138.0,39.0,66.0
42101033900,1224.0,226.0,30.0,0.0,43.0,153.0,0.0,0.0,0.0,0.0,70.0,31.0,25.0
42101036100,1405.0,157.0,56.0,0.0,66.0,35.0,0.0,15.0,0.0,0.0,49.0,12.0,21.0
42101033500,1431.0,258.0,61.0,0.0,96.0,101.0,0.0,0.0,0.0,0.0,28.0,50.0,40.0
42101034100,2188.0,472.0,75.0,0.0,43.0,354.0,0.0,0.0,16.0,0.0,169.0,0.0,5.0
42101035100,1643.0,177.0,26.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101035301,2552.0,153.0,69.0,0.0,24.0,60.0,0.0,0.0,0.0,0.0,30.0,21.0,52.0
42101036000,1105.0,134.0,51.0,0.0,0.0,83.0,0.0,20.0,0.0,0.0,37.0,0.0,31.0
42101019900,445.0,248.0,235.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,19.0
42101020400,371.0,305.0,239.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,68.0
42101023700,1232.0,769.0,201.0,0.0,68.0,500.0,0.0,0.0,0.0,15.0,35.0,13.0,229.0
42101002000,496.0,268.0,242.0,0.0,26.0,0.0,0.0,0.0,0.0,224.0,137.0,0.0,42.0
42101003901,1373.0,1169.0,391.0,0.0,710.0,68.0,0.0,34.0,25.0,225.0,205.0,65.0,284.0
42101005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42101005400,580.0,96.0,56.0,6.0,14.0,20.0,0.0,0.0,0.0,7.0,48.0,5.0,37.0
42101006000,1467.0,676.0,617.0,0.0,35.0,24.0,0.0,15.0,0.0,0.0,0.0,0.0,16.0
42101011100,548.0,483.0,468.0,0.0,15.0,0.0,0.0,0.0,0.0,7.0,38.0,0.0,40.0
42101008200,1025.0,1113.0,852.0,124.0,120.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
42101008301,705.0,806.0,510.0,9.0,275.0,12.0,0.0,0.0,0.0,49.0,65.0,0.0,2.0
42101008302,546.0,1012.0,749.0,43.0,87.0,133.0,0.0,35.0,0.0,59.0,55.0,0.0,7.0
42101006300,660.0,492.0,487.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0
42101007300,410.0,420.0,281.0,45.0,79.0,15.0,0.0,0.0,0.0,29.0,20.0,0.0,31.0
42101007900,802.0,1092.0,545.0,200.0,242.0,105.0,0.0,0.0,0.0,174.0,404.0,0.0,207.0
42101008500,998.0,1336.0,637.0,0.0,604.0,95.0,0.0,13.0,0.0,89.0,272.0,22.0,111.0
42101009600,1121.0,657.0,488.0,0.0,153.0,16.0,0.0,0.0,0.0,0.0,48.0,23.0,18.0
42101011800,1520.0,801.0,668.0,0.0,43.0,90.0,0.0,0.0,0.0,27.0,76.0,0.0,53.0
42101011900,944.0,681.0,593.0,0.0,30.0,58.0,0.0,0.0,0.0,0.0,36.0,0.0,32.0
42101013900,399.0,203.0,133.0,0.0,70.0,0.0,0.0,0.0,0.0,61.0,134.0,0.0,34.0
42101014700,409.0,442.0,267.0,0.0,120.0,55.0,0.0,14.0,0.0,47.0,159.0,0.0,49.0
42101015600,262.0,182.0,152.0,0.0,24.0,6.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0
42101016300,593.0,128.0,11.0,0.0,106.0,11.0,0.0,0.0,0.0,7.0,51.0,9.0,99.0
42101017800,608.0,614.0,436.0,0.0,95.0,83.0,0.0,26.0,0.0,6.0,174.0,97.0,32.0
42101019700,816.0,579.0,457.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,91.0,28.0,86.0
42101020000,119.0,173.0,136.0,0.0,23.0,14.0,0.0,0.0,0.0,0.0,5.0,79.0,10.0
42101010800,536.0,589.0,530.0,0.0,59.0,0.0,0.0,0.0,0.0,42.0,115.0,111.0,0.0
42101014500,239.0,155.0,99.0,0.0,33.0,23.0,0.0,4.0,0.0,0.0,72.0,0.0,7.0
42101016500,226.0,176.0,165.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,86.0,22.0,41.0
42101023600,748.0,169.0,18.0,0.0,7.0,144.0,0.0,0.0,8.0,19.0,91.0,18.0,45.0
42101023900,393.0,241.0,151.0,0.0,59.0,31.0,0.0,0.0,0.0,0.0,63.0,0.0,18.0
42101024200,772.0,458.0,414.0,0.0,23.0,21.0,0.0,0.0,0.0,18.0,103.0,0.0,45.0
42101024500,592.0,320.0,270.0,5.0,17.0,28.0,0.0,0.0,0.0,0.0,80.0,53.0,102.0
42101025400,1366.0,448.0,170.0,0.0,22.0,256.0,0.0,0.0,0.0,0.0,74.0,42.0,106.0
42101026000,811.0,275.0,187.0,0.0,32.0,56.0,0.0,8.0,66.0,0.0,5.0,0.0,31.0
42101026302,1610.0,853.0,573.0,0.0,259.0,21.0,0.0,22.0,0.0,0.0,143.0,0.0,20.0
42101026400,1924.0,431.0,133.0,48.0,241.0,9.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0
42101027100,825.0,265.0,139.0,2.0,100.0,24.0,0.0,0.0,16.0,0.0,4.0,0.0,40.0
42101027800,748.0,664.0,388.0,0.0,243.0,33.0,0.0,0.0,0.0,0.0,37.0,49.0,87.0
42101028200,1203.0,595.0,448.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,51.0
42101019800,863.0,705.0,581.0,0.0,111.0,13.0,0.0,0.0,0.0,0.0,171.0,68.0,65.0
42101021200,1056.0,210.0,176.0,0.0,0.0,34.0,0.0,0.0,0.0,32.0,54.0,13.0,49.0
42101021300,1728.0,215.0,120.0,0.0,7.0,88.0,0.0,0.0,0.0,13.0,93.0,10.0,38.0
42101021700,2431.0,355.0,172.0,0.0,37.0,146.0,0.0,0.0,0.0,23.0,21.0,0.0,165.0
42101024100,258.0,94.0,74.0,6.0,6.0,8.0,0.0,0.0,0.0,11.0,15.0,0.0,15.0
42101024800,494.0,273.0,245.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,22.0
42101006400,872.0,571.0,354.0,127.0,90.0,0.0,0.0,43.0,0.0,0.0,23.0,30.0,31.0
42101006500,583.0,908.0,803.0,39.0,11.0,55.0,0.0,0.0,0.0,7.0,53.0,9.0,25.0
42101006600,472.0,439.0,337.0,0.0,23.0,79.0,0.0,0.0,0.0,0.0,39.0,11.0,25.0
42101009100,227.0,400.0,218.0,0.0,125.0,57.0,0.0,0.0,0.0,80.0,253.0,50.0,77.0
42101010300,250.0,380.0,343.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,60.0,22.0,16.0
42101010500,448.0,492.0,413.0,0.0,54.0,25.0,0.0,0.0,0.0,0.0,45.0,13.0,29.0
42101000300,568.0,306.0,121.0,30.0,129.0,26.0,0.0,0.0,0.0,30.0,1076.0,13.0,195.0
42101000500,154.0,238.0,86.0,0.0,90.0,62.0,0.0,4.0,0.0,16.0,473.0,0.0,40.0
42101002400,1075.0,826.0,548.0,0.0,179.0,99.0,0.0,0.0,0.0,530.0,702.0,0.0,142.0
42101003701,1268.0,924.0,727.0,0.0,35.0,162.0,0.0,0.0,0.0,24.0,0.0,0.0,29.0
42101028700,474.0,127.0,91.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,95.0,82.0,4.0
42101029100,1298.0,229.0,203.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,55.0,26.0,22.0
42101032600,2248.0,344.0,227.0,0.0,87.0,20.0,10.0,0.0,0.0,0.0,46.0,0.0,44.0
42101033200,1087.0,153.0,46.0,42.0,22.0,43.0,0.0,0.0,0.0,0.0,18.0,0.0,34.0
42101033800,2142.0,405.0,226.0,0.0,70.0,109.0,0.0,0.0,0.0,33.0,103.0,13.0,18.0
42101034400,2917.0,395.0,31.0,0.0,101.0,263.0,0.0,0.0,0.0,0.0,26.0,51.0,40.0
42101034701,2599.0,198.0,36.0,15.0,82.0,65.0,0.0,0.0,0.0,0.0,66.0,0.0,70.0
42101035200,1722.0,230.0,77.0,0.0,65.0,88.0,0.0,0.0,8.0,0.0,60.0,23.0,148.0
42101035800,2795.0,155.0,66.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,38.0,103.0,85.0
421010331022,279.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
421010331023,285.0,41.0,24.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
421010331021,229.0,74.0,26.0,0.0,33.0,15.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0
421010331024,432.0,44.0,13.0,0.0,8.0,23.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0
421010315013,382.0,58.0,45.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010315014,424.0,196.0,104.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
421010315015,664.0,65.0,55.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
421010389001,159.0,51.0,8.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,16.0,0.0,48.0
421010389002,351.0,109.0,97.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0
421010389003,192.0,125.0,98.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,20.0,0.0,33.0
421019800001,69.0,38.0,29.0,0.0,5.0,4.0,0.0,0.0,28.0,20.0,57.0,0.0,15.0
421010315021,521.0,164.0,150.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
421010315022,257.0,91.0,17.0,0.0,74.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
421010314011,722.0,249.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
421010314013,434.0,53.0,19.0,0.0,18.0,16.0,0.0,0.0,0.0,47.0,27.0,0.0,0.0
421010314014,251.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010314015,444.0,118.0,20.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
421010314012,577.0,247.0,158.0,25.0,46.0,18.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0
421010314022,585.0,153.0,134.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,15.0
421010314021,452.0,60.0,44.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
421010008043,224.0,213.0,159.0,0.0,54.0,0.0,0.0,29.0,0.0,16.0,411.0,36.0,97.0
421010012025,132.0,99.0,56.0,0.0,10.0,33.0,0.0,0.0,0.0,0.0,195.0,0.0,50.0
421010008042,92.0,27.0,0.0,0.0,0.0,27.0,0.0,14.0,0.0,14.0,398.0,0.0,145.0
421010008041,257.0,275.0,144.0,0.0,47.0,84.0,0.0,15.0,0.0,0.0,649.0,0.0,328.0
421010012021,156.0,244.0,117.0,22.0,78.0,27.0,0.0,0.0,0.0,93.0,292.0,9.0,93.0
421010012023,331.0,184.0,128.0,0.0,42.0,14.0,0.0,0.0,0.0,40.0,283.0,0.0,63.0
421010012022,127.0,28.0,8.0,0.0,20.0,0.0,0.0,8.0,0.0,19.0,305.0,0.0,138.0
421010012024,148.0,59.0,16.0,0.0,15.0,28.0,0.0,0.0,0.0,54.0,209.0,0.0,0.0
421010012012,209.0,86.0,28.0,0.0,58.0,0.0,0.0,12.0,0.0,118.0,415.0,0.0,11.0
421010012014,101.0,76.0,45.0,8.0,0.0,23.0,0.0,0.0,0.0,77.0,257.0,0.0,10.0
421010012013,226.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,199.0,17.0,60.0
421010012011,156.0,52.0,42.0,0.0,0.0,10.0,0.0,0.0,0.0,63.0,282.0,0.0,62.0
421010008034,73.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,12.0
421010008032,133.0,42.0,26.0,0.0,0.0,16.0,0.0,0.0,0.0,61.0,359.0,15.0,92.0
421010008031,43.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,46.0,126.0
421010008033,27.0,88.0,49.0,13.0,13.0,13.0,0.0,0.0,0.0,14.0,242.0,0.0,92.0
421019809001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010027024,249.0,84.0,59.0,0.0,25.0,0.0,0.0,0.0,0.0,73.0,13.0,10.0,18.0
421010027023,267.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,0.0,37.0
421010027022,303.0,128.0,121.0,0.0,7.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,40.0
421010027021,611.0,137.0,81.0,0.0,56.0,0.0,0.0,0.0,0.0,90.0,44.0,0.0,17.0
421010030023,187.0,216.0,138.0,0.0,26.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
421010030022,108.0,201.0,181.0,0.0,20.0,0.0,0.0,7.0,0.0,17.0,57.0,0.0,27.0
421010030021,121.0,224.0,113.0,0.0,111.0,0.0,0.0,0.0,6.0,35.0,18.0,0.0,57.0
421010030024,52.0,96.0,37.0,0.0,54.0,5.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0
421010030011,92.0,85.0,17.0,0.0,68.0,0.0,0.0,0.0,0.0,56.0,14.0,9.0,0.0
421010030015,106.0,176.0,100.0,0.0,76.0,0.0,0.0,0.0,0.0,131.0,18.0,0.0,8.0
421010030013,306.0,184.0,106.0,0.0,78.0,0.0,0.0,0.0,0.0,130.0,60.0,0.0,0.0
421010030012,223.0,119.0,17.0,0.0,102.0,0.0,0.0,8.0,0.0,79.0,17.0,0.0,22.0
421010030014,243.0,159.0,108.0,0.0,16.0,35.0,0.0,0.0,0.0,27.0,23.0,29.0,0.0
421010028025,167.0,203.0,154.0,0.0,49.0,0.0,0.0,0.0,0.0,44.0,90.0,0.0,43.0
421010028024,274.0,239.0,18.0,0.0,221.0,0.0,0.0,8.0,0.0,33.0,41.0,0.0,30.0
421010028023,351.0,160.0,69.0,0.0,91.0,0.0,0.0,0.0,0.0,50.0,137.0,0.0,0.0
421010028022,211.0,129.0,16.0,0.0,113.0,0.0,0.0,0.0,0.0,56.0,75.0,0.0,52.0
421010028021,365.0,276.0,208.0,0.0,68.0,0.0,0.0,0.0,0.0,86.0,124.0,0.0,3.0
421019802001,139.0,22.0,6.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0
421010337022,878.0,147.0,41.0,20.0,75.0,11.0,0.0,0.0,0.0,0.0,5.0,65.0,0.0
421010337024,328.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
421010337023,615.0,77.0,33.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010337021,508.0,125.0,72.0,0.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
421010315023,572.0,16.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,20.0,0.0,49.0
421010141001,123.0,174.0,142.0,0.0,32.0,0.0,0.0,76.0,0.0,20.0,83.0,0.0,0.0
421010141002,201.0,88.0,65.0,0.0,23.0,0.0,0.0,0.0,0.0,31.0,45.0,0.0,31.0
421010144001,304.0,28.0,7.0,0.0,21.0,0.0,0.0,19.0,0.0,57.0,48.0,0.0,0.0
421010144003,244.0,102.0,87.0,0.0,15.0,0.0,0.0,16.0,0.0,29.0,16.0,0.0,0.0
421010144002,530.0,442.0,87.0,0.0,319.0,27.0,9.0,20.0,0.0,93.0,34.0,35.0,69.0
421010152001,51.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010152004,231.0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
421010152003,26.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010152005,133.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
421010152002,142.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,74.0
421010333001,199.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,38.0
421010333003,386.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
421010333002,613.0,84.0,52.0,0.0,21.0,11.0,0.0,0.0,0.0,0.0,36.0,0.0,9.0
421010336005,497.0,69.0,34.0,0.0,24.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
421010336003,907.0,187.0,45.0,0.0,16.0,126.0,0.0,0.0,0.0,0.0,79.0,0.0,154.0
421010336001,497.0,63.0,31.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0
421010336004,255.0,80.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
421010336002,270.0,86.0,61.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
421010363032,639.0,52.0,13.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
421010363034,658.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010363031,675.0,67.0,8.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
421010363033,713.0,94.0,38.0,0.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0
421010366001,887.0,266.0,101.0,0.0,157.0,8.0,0.0,0.0,0.0,40.0,177.0,22.0,194.0
421010299003,106.0,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
421010299001,237.0,84.0,54.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.0
421010299002,96.0,46.0,24.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
421010299004,337.0,210.0,178.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0
421010277003,168.0,73.0,60.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
